State,Name,,ID,Mode,Vehicles Operated in Maximum Service,,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Actual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Annual Unlinked Passenger Trips,,Annual Passenger Miles,
NJ,Orange-Newark-Elizabeth,,2166-G,MB,38,,47,,"1,534.6 ",,"1,739.1 ",,"1,525.3 ",,179.4 ,,166.2 ,,"9,395.2 ",,"28,320.4 ",
NJ,Port Authority,,2098-B,FBp,5,,6,,123.5 ,,123.5 ,,123.5 ,,13.0 ,,13.0 ,,"3,136.8 ",,"6,744.1 ",
,,,,HR,288,,335,,"13,720.2 ",,"13,641.9 ",,"12,754.6 ",,930.5 ,,627.6 ,,"78,901.3 ",,"338,386.7 ",
,,,,Total,293,,341,,"13,843.6 ",,"13,765.3 ",,"12,878.1 ",,943.5 ,,640.6 ,,"82,038.2 ",,"345,130.8 ",
NJ,Port Authority Transit,,2075-A,HR,96,,121,,"4,074.3 ",,"4,360.4 ",,"4,049.7 ",,150.4 ,,139.6 ,,"10,038.4 ",,"88,781.5 ",
NJ,Rockland Coaches,,2149-D,MB,98,,124,,"4,546.0 ",,"5,599.8 ",,"4,491.1 ",,250.0 ,,192.3 ,,"4,438.9 ",,"78,440.2 ",
NJ,South Orange Ave IBOA,,2167-G,MB,33,,43,,"1,217.1 ",,"1,294.8 ",,"1,204.8 ",,132.5 ,,127.2 ,,"5,560.0 ",,"18,219.2 ",
NJ,Suburban Transit Corp,,2128-G,MB,178,,209,,"10,202.7 ",,"10,371.7 ",,"9,999.2 ",,511.0 ,,495.2 ,,"5,381.7 ",,"193,849.3 ",
NJ,Trans-Bridge Lines,,2169-G,MB,34,,37,,"3,007.0 ",,"3,020.8 ",,"2,980.5 ",,63.9 ,,63.2 ,,825.6 ,,"72,043.2 ",
NJ,Trans-Hudson Express,,2168-G,MB,66,,84,,"2,424.5 ",,"2,425.7 ",,"1,861.5 ",,210.5 ,,169.1 ,,"5,226.2 ",,"39,129.5 ",
NJ,Vanpool of New Jersey,,2170-D,VP,121,,121,,0.0 ,,"2,529.6 ",,"2,529.6 ",,66.2 ,,66.2 ,,439.9 ,,"17,588.4 ",
NM,Las Cruces Area Transit,,6049-A,DR,8,,12,,0.0 ,,145.1 ,,112.0 ,,15.1 ,,12.8 ,,45.4 ,,156.9 ,
,,,,MB,10,,17,,343.4 ,,376.2 ,,355.1 ,,30.6 ,,29.1 ,,647.4 ,,"2,278.7 ",
,,,,Total,18,,29,,343.4 ,,521.3 ,,467.1 ,,45.7 ,,41.9 ,,692.8 ,,"2,435.6 ",
NM,Santa Fe Public Works Dpt,,6077-B,DRp,22,,26,,0.0 ,,574.1 ,,402.0 ,,40.8 ,,32.9 ,,92.8 ,,402.0 ,
,,,,MB,27,,27,,846.6 ,,930.0 ,,841.0 ,,62.9 ,,58.0 ,,546.9 ,,"1,968.9 ",
,,,,Total,49,,53,,846.6 ,,"1,504.1 ",,"1,242.9 ",,103.7 ,,90.9 ,,639.7 ,,"2,370.9 ",
NM,Sun Tran of Albuquerque,,6019-A,DR,35,,40,,0.0 ,,"1,719.3 ",,"1,397.0 ",,110.9 ,,84.9 ,,160.4 ,,"1,555.7 ",
,,,,MB,116,,138,,"4,960.4 ",,"5,698.2 ",,"4,964.6 ",,345.4 ,,300.5 ,,"8,279.1 ",,"26,107.7 ",
,,,,Total,151,,178,,"4,960.4 ",,"7,417.5 ",,"6,361.6 ",,456.3 ,,385.4 ,,"8,439.5 ",,"27,663.3 ",
NV,Las Vegas Transit,,9045-A,DR,146,,172,,0.0 ,,"6,425.9 ",,"5,217.9 ",,512.4 ,,337.9 ,,674.1 ,,"6,108.6 ",
,,,,MB,231,,292,,"16,213.1 ",,"16,916.2 ",,"16,213.1 ",,"1,261.1 ",,"1,206.6 ",,"49,559.8 ",,"172,458.5 ",
,,,,Total,377,,464,,"16,213.1 ",,"23,342.1 ",,"21,431.0 ",,"1,773.5 ",,"1,544.5 ",,"50,233.9 ",,"178,567.1 ",
NV,RTC of Washoe County,,9001-B,DRp,33,,39,,0.0 ,,"1,422.1 ",,"1,281.9 ",,88.1 ,,79.9 ,,228.8 ,,"1,434.4 ",
,,,,MB,52,,63,,"3,005.4 ",,"3,144.6 ",,"2,998.9 ",,247.2 ,,241.7 ,,"8,295.5 ",,"26,765.6 ",
,,,,MBp,4,,4,,203.5 ,,211.4 ,,203.2 ,,9.1 ,,8.2 ,,44.9 ,,0.0 ,N
NY,American Transit,,2173-D,DR,163,,192,,0.0 ,,"6,052.4 ",,"4,511.8 ",,490.5 ,,383.9 ,,401.2 ,,"4,902.1 ",
NY,Atlantic Paratrans,,2159-D,DR,329,,329,,0.0 ,,"9,831.9 ",,"8,641.1 ",,982.8 ,,860.4 ,,862.5 ,,"10,068.5 ",
NY,Broome County Dept of PW,,2003-B,DR,5,,8,,0.0 ,,279.0 ,,230.5 ,,13.3 ,,11.0 ,,29.0 ,,538.1 ,
,,,,DRp,9,,9,,0.0 ,,355.8 ,,312.0 ,,26.9 ,,24.5 ,,64.7 ,,387.7 ,
,,,,MB,39,,43,,"1,335.8 ",,"1,447.8 ",,"1,335.8 ",,103.5 ,,98.4 ,,"3,755.6 ",,"12,227.4 ",
,,,,Total,53,,60,,"1,335.8 ",,"2,082.6 ",,"1,878.4 ",,143.7 ,,133.8 ,,"3,849.3 ",,"13,153.1 ",
NY,"CNY Centro, Inc.",,2018-A,DR,14,,17,,0.0 ,,430.8 ,,397.8 ,,30.7 ,,29.3 ,,95.8 ,,573.1 ,
,,,,MB,132,,153,,"3,162.0 ",,"3,462.7 ",,"3,170.6 ",,287.5 ,,261.2 ,,"8,581.7 ",,"27,247.4 ",
,,,,Total,146,,170,,"3,162.0 ",,"3,893.6 ",,"3,568.4 ",,318.2 ,,290.5 ,,"8,677.5 ",,"27,820.5 ",
NY,Capital District TA,,2002-B,DR,19,,30,,0.0 ,,755.8 ,,755.8 ,,58.6 ,,58.6 ,,94.1 ,,649.8 ,
,,,,MB,187,,247,,"6,888.8 ",,"6,995.6 ",,"6,442.3 ",,557.7 ,,521.2 ,,"11,553.7 ",,"42,340.8 ",
,,,,MBp,3,,3,,157.9 ,,157.9 ,,157.9 ,,9.7 ,,9.7 ,,67.7 ,,234.4 ,
,,,,Total,209,,280,,"7,046.7 ",,"7,909.3 ",,"7,356.0 ",,626.0 ,,589.4 ,,"11,715.5 ",,"43,225.0 ",
NY,Centro of Cayuga,,2116-A,MB,13,,15,,557.9 ,,607.6 ,,585.9 ,,30.5 ,,28.2 ,,392.1 ,,"4,804.3 ",
NY,"Centro of Oswego, Inc.",,2172-A,MB,13,,14,,498.1 ,,552.0 ,,506.7 ,,37.2 ,,34.2 ,,602.2 ,,"2,985.1 ",
NY,Chemung County Transit,,2005-B,DRp,9,,9,,0.0 ,,274.1 ,,274.1 ,,19.1 ,,19.1 ,,66.6 ,,284.3 ,
,,,,MBp,22,,29,,"1,359.7 ",,"1,380.5 ",,"1,359.7 ",,65.9 ,,63.3 ,,614.2 ,,"2,917.6 ",
,,,,Total,31,,38,,"1,359.7 ",,"1,654.6 ",,"1,633.8 ",,85.0 ,,82.4 ,,680.8 ,,"3,201.9 ",
NY,City of Long Beach,,2006-A,DR,2,,2,,0.0 ,,19.6 ,,7.1 ,,5.2 ,,4.3 ,,6.0 ,,7.1 ,
,,,,MB,9,,12,,192.1 ,,197.3 ,,192.1 ,,23.7 ,,23.3 ,,485.8 ,,844.6 ,
,,,,Total,11,,14,,192.1 ,,216.9 ,,199.2 ,,28.9 ,,27.6 ,,491.8 ,,851.7 ,
NY,Clarkstown Mini-Trans,,2085-A,MB,5,,10,,334.7 ,,355.3 ,,332.6 ,,19.3 ,,18.6 ,,157.5 ,,866.4 ,
NY,Dutchess Cnty Mass Trans,,2010-A,DR,20,,26,,0.0 ,,495.0 ,,409.8 ,,28.8 ,,22.2 ,,92.6 ,,880.5 ,
,,,,MB,26,,28,,"1,414.8 ",,"1,414.8 ",,"1,198.0 ",,66.7 ,,52.9 ,,946.9 ,,"10,741.2 ",
,,,,Total,46,,54,,"1,414.8 ",,"1,909.8 ",,"1,607.8 ",,95.5 ,,75.1 ,,"1,039.4 ",,"11,621.7 ",
NY,Glens Falls Transit,,2120-A,DR,1,,2,,0.0 ,,28.5 ,,22.7 ,,3.0 ,,2.8 ,,3.1 ,,10.2 ,
,,,,MB,5,,5,,294.0 ,,323.6 ,,293.9 ,,19.0 ,,18.4 ,,313.1 ,,"1,393.2 ",
,,,,Total,6,,7,,294.0 ,,352.1 ,,316.6 ,,22.0 ,,21.2 ,,316.2 ,,"1,403.4 ",
NY,Huntington Area Transit,,2071-A,DR,6,,9,,0.0 ,,83.5 ,,61.4 ,,6.6 ,,4.9 ,,14.4 ,,107.9 ,
,,,,MB,10,,13,,329.8 ,,339.7 ,,327.3 ,,24.6 ,,22.4 ,,276.7 ,,"1,359.7 ",
,,,,Total,16,,22,,329.8 ,,423.2 ,,388.7 ,,31.3 ,,27.3 ,,291.0 ,,"1,467.6 ",
NY,Liberty Lines Express,,2117-D,MB,75,,86,,"2,093.4 ",,"2,801.6 ",,"2,059.9 ",,226.5 ,,194.6 ,,"2,892.0 ",,"31,634.9 ",
NY,Liberty Lines Transit,,2079-D,MB,276,,343,,"8,198.7 ",,"10,802.9 ",,"8,128.6 ",,806.0 ,,687.4 ,,"27,541.2 ",,"140,936.8 ",
NY,Long Island Bus,,2007-A,DR,62,,74,,0.0 ,,"2,627.0 ",,"2,216.0 ",,186.4 ,,161.5 ,,240.7 ,,"2,319.6 ",
,,,,MB,269,,325,,"9,881.9 ",,"11,397.4 ",,"9,968.5 ",,891.8 ,,802.7 ,,"30,731.6 ",,"156,858.5 ",
,,,,Total,331,,399,,"9,881.9 ",,"14,024.4 ",,"12,184.5 ",,"1,078.2 ",,964.2 ,,"30,972.3 ",,"159,178.1 ",
NY,Long Island Rail Road,,2100-A,CR,954,,"1,093",,"57,687.0 ",,"65,188.1 ",,"57,410.1 ",,"2,428.6 ",,"2,206.5 ",,"101,923.0 ",,"2,126,874.9 ",
NY,Metro North RR,,2078-B,CR,772,,959,,"49,842.5 ",,"56,647.4 ",,"49,423.8 ",,"1,540.9 ",,"1,381.6 ",,"72,919.6 ",,"2,185,376.0 ",
,,,,FBp,1,,1,,22.3 ,,22.3 ,,22.3 ,,2.5 ,,2.5 ,,39.3 ,,215.8 ,
,,,,MBp,7,,8,,80.5 ,,101.7 ,,87.3 ,,18.7 ,,17.0 ,,253.9 ,,182.9 ,
,,,,Total,780,,968,,"49,945.2 ",,"56,771.4 ",,"49,533.3 ",,"1,562.1 ",,"1,401.2 ",,"73,212.7 ",,"2,185,774.7 ",
NY,Monsey New Square Trails,,2135-E,MB,24,,24,,909.5 ,,909.5 ,,909.5 ,Q,37.6 ,Q,37.6 ,Q,481.8 ,,"19,273.5 ",Q
NY,New York Airport Service,,2171-G,MBp,36,,42,,"1,475.3 ",,"1,583.6 ",,"1,366.9 ",,114.1 ,,91.1 ,,996.9 ,,"18,313.1 ",
NY,"New York Bus Tours, Inc.",,2040-D,MB,128,,143,,"2,854.4 ",,"3,553.2 ",,"2,694.8 ",,298.5 ,,247.1 ,,"4,014.4 ",,"50,726.7 ",
NY,New York City DOT,,2082-B,FB,7,,9,,172.5 ,,173.8 ,,172.5 ,,16.7 ,,16.6 ,,"18,039.5 ",,"93,805.5 ",
NY,New York City Transit,,2008-B,DRp,264,,299,,0.0 ,,"6,726.2 ",,"6,029.5 ",,535.5 ,,476.6 ,,657.5 ,,"6,234.4 ",
,,,,HR,"4,985",,"6,195",,"340,484.9 ",,"336,047.9 ",,"325,923.7 ",,"18,803.1 ",,"17,852.1 ",,"1,740,326.1 ",,"8,273,784.3 ",
,,,,MB,"3,887",,"4,457",,"100,929.1 ",,"117,543.5 ",,"101,025.7 ",,"14,774.1 ",,"12,780.6 ",,"926,017.7 ",,"1,780,311.6 ",
,,,,Total,"9,136",,"10,951",,"441,414.0 ",,"460,317.6 ",,"432,978.9 ",,"34,112.8 ",,"31,109.3 ",,"2,667,001.3 ",,"10,060,330.2 ",
NY,New York-GTJC,,2147-D,MB,593,,713,,"13,203.9 ",,"16,842.1 ",,"13,144.2 ",,"1,826.3 ",,"1,439.2 ",,"82,191.1 ",,"220,305.2 ",
NY,Niagara Frontier TA,,2004-B,DR,22,,22,,0.0 ,,567.9 ,,455.2 ,,33.5 ,,27.5 ,,44.4 ,,455.2 ,
,,,,DRp,7,,7,,0.0 ,,77.0 ,,77.0 ,,8.2 ,,8.2 ,,10.8 ,,77.0 ,
,,,,LR,23,,27,,877.0 ,,890.2 ,,877.1 ,,74.7 ,,72.0 ,,"6,356.0 ",,"15,180.5 ",
,,,,MB,277,,332,,"8,512.8 ",,"9,398.4 ",,"8,114.5 ",,914.5 ,,807.2 ,,"19,822.4 ",,"61,401.0 ",
,,,,Total,329,,388,,"9,389.8 ",,"10,933.4 ",,"9,523.8 ",,"1,030.9 ",,914.8 ,,"26,233.6 ",,"77,113.7 ",
NY,Private Transportation,,2175-G,MB,6,,7,,209.1 ,,207.4 ,,195.8 ,,14.0 ,,13.3 ,,514.8 ,,"3,809.3 ",
NY,Putnam County Transit,,2096-B,DRp,2,,2,,0.0 ,,92.2 ,,57.5 ,,3.7 ,,2.4 ,,5.5 ,,57.5 ,
,,,,MBp,5,,6,,390.7 ,,402.7 ,,387.8 ,,19.3 ,,18.8 ,,143.3 ,,976.1 ,
,,,,Total,7,,8,,390.7 ,,494.8 ,,445.3 ,,23.0 ,,21.1 ,,148.9 ,,"1,033.7 ",
NY,Queens Surface Corp,,2136-D,MB,280,,337,,"5,989.7 ",,"8,379.2 ",,"5,928.8 ",,764.9 ,,606.6 ,,"27,675.4 ",,"99,822.7 ",
NY,RGRTA & Lift Line,,2113-A,DR,27,,34,,0.0 ,,"1,098.4 ",,856.1 ,,58.4 ,,45.6 ,,193.9 ,,"1,573.6 ",
,,,,MB,198,,265,,"6,392.2 ",,"6,500.5 ",,"5,702.3 ",,530.2 ,,465.5 ,,"12,154.0 ",,"37,827.0 ",
,,,,Total,225,,299,,"6,392.2 ",,"7,598.9 ",,"6,558.4 ",,588.6 ,,511.1 ,,"12,347.9 ",,"39,400.6 ",
NY,Rockland-Ride Share,,2086-A,DR,14,,18,,0.0 ,,423.8 ,,382.7 ,,31.8 ,,28.5 ,,57.4 ,,382.1 ,
NY,Spring Valley Bus,,2089-A,MB,4,,5,,116.5 ,,117.6 ,,116.5 ,,12.6 ,,12.0 ,,92.8 ,,0.0 ,W
NY,Staten Island,,2099-A,HR,44,,64,,"2,165.2 ",,"2,359.2 ",,"2,147.9 ",,109.5 ,,101.9 ,,"3,968.0 ",,"24,985.1 ",
NY,Suffolk County Transit,,2072-B,DRp,32,,47,,0.0 ,,"2,198.9 ",,"1,711.7 ",,127.5 ,,116.8 ,,115.0 ,,"1,513.5 ",
,,,,MBp,138,,175,,"7,062.6 ",,"7,582.6 ",,"7,057.8 ",,429.6 ,,366.6 ,,"4,596.7 ",,"33,050.3 ",
,,,,Total,170,,222,,"7,062.6 ",,"9,781.5 ",,"8,769.5 ",,557.1 ,,483.4 ,,"4,711.7 ",,"34,563.7 ",
NY,T-Tran,,2158-D,DRp,8,,9,,0.0 ,,183.1 ,,119.9 ,,12.8 ,,10.5 ,,24.5 ,,116.3 ,
,,,,MBp,8,,9,,333.0 ,,360.1 ,,333.0 ,,11.2 ,,9.9 ,,29.8 ,,141.0 ,
,,,,Total,16,,18,,333.0 ,,543.2 ,,452.9 ,,24.0 ,,20.4 ,,54.3 ,,257.3 ,
NY,Tompkins Area Transit,,2145-B,DRp,15,,19,,0.0 ,,317.2 ,,294.0 ,,24.3 ,,22.4 ,,54.2 ,,244.9 ,
,,,,MB,29,,42,,"1,135.3 ",,"1,185.2 ",,"1,135.3 ",,110.1 ,,105.0 ,,"2,468.0 ",,"5,801.9 ",
,,,,MBp,12,,18,,359.5 ,,373.7 ,,359.5 ,,17.4 ,,16.6 ,,170.2 ,,776.8 ,
,,,,Total,56,,79,,"1,494.9 ",,"1,876.0 ",,"1,788.9 ",,151.8 ,,144.0 ,,"2,692.3 ",,"6,823.6 ",
NY,Transport of Rockland,,2084-B,MBp,43,,51,,"2,231.0 ",,"2,058.4 ",,"1,746.4 ",,108.8 ,,87.5 ,,"2,138.4 ",,"13,825.1 ",
NY,Utica Transit Authority,,2021-A,DR,5,,7,,0.0 ,,134.8 ,,125.8 ,,13.0 ,,12.1 ,,21.3 ,,85.2 ,
,,,,MB,28,,35,,950.6 ,,990.5 ,,950.6 ,,80.6 ,,78.3 ,,"1,107.9 ",,"3,323.1 ",
,,,,Total,33,,42,,950.6 ,,"1,125.3 ",,"1,076.4 ",,93.6 ,,90.4 ,,"1,129.2 ",,"3,408.3 ",
NY,Westchester County DOT,,2076-B,DRp,54,,57,,0.0 ,,"2,224.3 ",,"1,913.5 ",,132.9 ,,120.0 ,,176.5 ,,"1,729.1 ",
,,,,MBp,8,,13,,270.0 ,,301.7 ,,270.0 ,,22.8 ,,21.6 ,,316.3 ,,"1,648.0 ",
,,,,Total,62,,70,,270.0 ,,"2,526.0 ",,"2,183.5 ",,155.7 ,,141.6 ,,492.8 ,,"3,377.1 ",
OH,Brunswick Transit Altrntv,,5143-B,MBp,2,,5,,136.0 ,,136.9 ,,135.5 ,,7.4 ,,7.3 ,,21.9 ,,147.9 ,
OH,Butler County Regional TA,,5157-B,DR,39,Q,39,Q,0.0 ,,"1,220.8 ",Q,"1,048.4 ",Q,74.8 ,Q,65.9 ,Q,116.5 ,Q,896.6 ,Q
,,,,MB,10,,14,,271.6 ,,323.8 ,,271.6 ,,28.9 ,,26.9 ,,131.6 ,,585.5 ,
,,,,Total,49,,53,,271.6 ,,"1,544.6 ",,"1,320.1 ",,103.7 ,,92.8 ,,248.1 ,,"1,482.0 ",
OH,Campus Bus Service,,5097-B,MB,12,,28,,463.7 ,,481.0 ,,461.9 ,,42.3 ,,40.9 ,,965.2 ,,"2,070.3 ",
OH,Central Ohio Transit Auth,,5016-B,DRp,36,,43,,0.0 ,,"2,261.2 ",,"1,910.2 ",,126.2 ,,108.9 ,,145.5 ,,"1,210.9 ",
,,,,MB,282,,346,,"9,615.3 ",,"11,733.6 ",,"9,613.6 ",,838.8 ,,754.9 ,,"18,388.4 ",,"73,620.8 ",
,,,,Total,318,,389,,"9,615.3 ",,"13,994.7 ",,"11,523.7 ",,965.1 ,,863.8 ,,"18,533.8 ",,"74,831.7 ",
OH,City of Newark Transit,,5138-B,DRp,35,,35,,0.0 ,,"1,099.8 ",,"1,099.8 ",,81.7 ,,81.7 ,,243.7 ,,898.1 ,
,,,,MBp,3,,3,,52.5 ,,99.9 ,,52.5 ,,3.4 ,,1.8 ,,17.2 ,,617.7 ,
,,,,Total,38,,38,,52.5 ,,"1,199.6 ",,"1,152.2 ",,85.1 ,,83.5 ,,260.9 ,,"1,515.8 ",
OH,Greater Cleveland RTA,,5015-B,DR,77,,77,,0.0 ,,"2,123.4 ",,"1,757.2 ",,149.3 ,,128.2 ,,245.9 ,,"1,308.4 ",
,,,,DRp,33,,33,,0.0 ,,749.8 ,,604.3 ,,48.7 ,,41.8 ,,70.8 ,,378.2 ,
,,,,HR,28,,60,,"1,855.7 ",,"2,012.7 ",,"1,989.3 ",,94.4 ,,91.0 ,,"8,232.2 ",,"61,606.8 ",
,,,,LR,25,,48,,"1,095.7 ",,"1,175.4 ",,"1,144.2 ",,76.9 ,,73.4 ,,"4,444.5 ",,"25,525.9 ",
,,,,MB,614,,758,,"23,042.7 ",,"26,792.6 ",,"23,000.0 ",,"2,012.1 ",,"1,831.5 ",,"47,100.6 ",,"179,985.8 ",
,,,,Total,777,,976,,"25,994.1 ",,"32,853.8 ",,"28,495.1 ",,"2,381.3 ",,"2,166.0 ",,"60,094.0 ",,"268,805.0 ",
OH,LAKETRAN,,5117-B,DR,60,,66,,0.0 ,,"2,721.2 ",,"2,364.6 ",,136.0 ,,119.4 ,,309.0 ,,"3,601.8 ",
,,,,DRp,9,,15,,0.0 ,,194.4 ,,171.7 ,,13.0 ,,10.8 ,,44.5 ,,318.3 ,
,,,,MB,30,,36,,748.8 ,,"1,051.5 ",,748.8 ,,57.3 ,,45.1 ,,579.5 ,,"6,643.9 ",
,,,,Total,99,,117,,748.8 ,,"3,967.2 ",,"3,285.1 ",,206.4 ,,175.3 ,,933.0 ,,"10,564.0 ",
OH,Lorain County Transit,,5095-B,DRp,10,,18,,0.0 ,,368.0 ,,312.3 ,,24.0 ,,21.3 ,,47.4 ,,284.4 ,
,,,,MBp,18,,25,,"1,396.3 ",,"1,509.5 ",,"1,396.3 ",,71.5 ,,66.6 ,,374.8 ,,"2,953.4 ",
,,,,Total,28,,43,,"1,396.3 ",,"1,877.5 ",,"1,708.6 ",,95.5 ,,87.9 ,,422.3 ,,"3,237.9 ",
OH,Metro Regional Trans Auth,,5010-B,DR,58,,68,,0.0 ,,"1,238.0 ",,"1,084.0 ",,85.0 ,,79.6 ,,159.7 ,,863.9 ,
,,,,DRp,55,,84,,0.0 ,,962.4 ,,962.4 ,,72.4 ,,72.4 ,,173.5 ,,"1,063.6 ",
,,,,MB,145,,148,,"3,996.8 ",,"4,428.7 ",,"3,884.9 ",,314.3 ,,270.5 ,,"6,028.3 ",,"18,506.8 ",
,,,,Total,258,,300,,"3,996.8 ",,"6,629.1 ",,"5,931.3 ",,471.7 ,,422.5 ,,"6,361.5 ",,"20,434.4 ",
OH,Miami Valley Regional TA,,5017-A,DR,43,,69,,0.0 ,,"1,590.2 ",,"1,313.7 ",,126.6 ,,106.5 ,,151.9 ,,"1,263.8 ",
,,,,MB,174,,224,,"7,926.2 ",,"8,338.5 ",,"7,919.1 ",,605.1 ,,573.8 ,,"14,460.6 ",,"49,906.1 ",
,,,,TB,3,,5,,107.2 ,,110.2 ,,107.0 ,,10.4 ,,10.1 ,,289.4 ,,678.1 ,
,,,,Total,220,,298,,"8,033.4 ",,"10,038.9 ",,"9,339.8 ",,742.2 ,,690.3 ,,"14,901.8 ",,"51,848.0 ",
OH,Middletown Transit System,,5019-A,DR,1,,1,,0.0 ,,22.9 ,,22.9 ,,2.6 ,,2.6 ,,6.4 ,,45.0 ,
,,,,MB,4,,6,,196.6 ,,205.1 ,,196.6 ,,14.3 ,,14.0 ,,195.9 ,,980.0 ,
,,,,Total,5,,7,,196.6 ,,228.0 ,,219.5 ,,16.9 ,,16.6 ,,202.4 ,,"1,025.0 ",
OH,Portage Area RTA,,5021-A,DR,16,,25,,0.0 ,,702.7 ,,460.1 ,,39.7 ,,31.8 ,,113.6 ,,460.1 ,
,,,,MB,5,,7,,164.5 ,,179.5 ,,164.5 ,,12.5 ,,10.2 ,,52.8 ,,369.5 ,
,,,,Total,21,,32,,164.5 ,,882.2 ,,624.6 ,,52.2 ,,42.0 ,,166.3 ,,829.6 ,
OH,Richland County Transit,,5090-B,DRp,7,,9,,0.0 ,,172.7 ,,146.8 ,,10.6 ,,9.0 ,,70.5 ,,183.0 ,
,,,,MBp,7,,10,,292.5 ,,299.4 ,,292.5 ,,24.7 ,,23.8 ,,357.2 ,,954.4 ,
,,,,Total,14,,19,,292.5 ,,472.1 ,,439.3 ,,35.2 ,,32.8 ,,427.7 ,,"1,137.4 ",
OH,Southwest Ohio RTA,,5012-B,DRp,46,,94,,0.0 ,,"2,844.3 ",,"2,382.7 ",,168.5 ,,138.3 ,,253.1 ,,"2,662.8 ",
,,,,MB,348,,469,,"11,373.1 ",,"13,178.6 ",Q,"11,394.4 ",Q,939.3 ,Q,864.2 ,Q,"24,594.4 ",Q,"145,032.7 ",Q
,,,,MBp,12,,12,,269.7 ,,393.4 ,Q,269.2 ,Q,15.2 ,Q,10.2 ,Q,219.1 ,Q,"3,379.9 ",Q
,,,,Total,406,,575,,"11,642.8 ",,"16,416.4 ",,"14,046.2 ",,"1,123.0 ",,"1,012.6 ",,"25,066.5 ",,"151,075.4 ",
OH,Springfield Cty Area Tran,,5020-D,DR,5,,5,,0.0 ,,66.2 ,,58.3 ,,6.5 ,,5.8 ,,19.0 ,,68.6 ,
,,,,MB,15,,15,,277.9 ,,284.9 ,,277.9 ,,23.1 ,,22.5 ,,563.6 ,,"2,090.9 ",
,,,,Total,20,,20,,277.9 ,,351.1 ,,336.1 ,,29.7 ,,28.3 ,,582.6 ,,"2,159.5 ",
OH,Stark Area RTA,,5011-A,DR,42,,42,,0.0 ,,"1,019.2 ",,"1,019.2 ",,49.8 ,,49.8 ,,95.6 ,,"1,019.1 ",
,,,,MB,53,,53,,"3,194.9 ",,"3,279.6 ",,"3,194.9 ",,241.1 ,,232.9 ,,"1,348.9 ",,"4,019.7 ",
,,,,Total,95,,95,,"3,194.9 ",,"4,298.9 ",,"4,214.1 ",,290.9 ,,282.7 ,,"1,444.5 ",,"5,038.9 ",
OH,Toledo Area RTA,,5022-B,DRp,27,,27,,0.0 ,,677.3 ,,629.8 ,,60.4 ,,55.7 ,,69.8 ,,463.0 ,
,,,,MB,146,,183,,"3,699.7 ",,"4,425.2 ",,"3,696.7 ",,328.1 ,,251.3 ,,"4,318.8 ",,"22,431.3 ",
,,,,Total,173,,210,,"3,699.7 ",,"5,102.4 ",,"4,326.5 ",,388.5 ,,307.0 ,,"4,388.6 ",,"22,894.3 ",
OH,Western Reserve TA,,5024-A,DR,5,,7,,0.0 ,,125.7 ,,113.0 ,,12.0 ,,10.7 ,,22.6 ,,81.3 ,
,,,,MB,36,,53,,"1,259.5 ",,"1,277.3 ",,"1,259.5 ",,107.9 ,,103.2 ,,"1,340.3 ",,"4,691.0 ",
,,,,Total,41,,60,,"1,259.5 ",,"1,402.9 ",,"1,372.5 ",,119.9 ,,113.9 ,,"1,362.9 ",,"4,772.3 ",
OK,Central OK Trans&Pkg Auth,,6017-B,DR,15,,15,,0.0 ,,388.4 ,,248.6 ,,24.8 ,,15.0 ,,36.1 ,,263.9 ,
,,,,DRp,63,,63,,0.0 ,,"1,139.7 ",,843.5 ,,78.7 ,,66.2 ,,127.4 ,,895.6 ,
,,,,MB,82,Q,82,,"2,797.8 ",,"2,927.8 ",,"2,746.6 ",,166.5 ,,158.2 ,,"4,466.4 ",Q,"15,151.2 ",
,,,,MBp,16,,16,,400.0 ,,406.3 ,,394.3 ,,37.3 ,,36.0 ,,"1,073.8 ",,"2,892.0 ",
,,,,Total,176,,176,,"3,197.8 ",,"4,862.1 ",,"4,232.9 ",,307.3 ,,275.3 ,,"5,703.7 ",Q,"19,202.6 ",
OK,Tulsa Transit Authority,,6018-B,DRp,60,,104,,0.0 ,,"2,381.1 ",,"2,121.2 ",,157.0 ,,148.0 ,,213.4 ,,"1,934.7 ",
,,,,MB,69,,95,,"2,795.6 ",,"3,003.9 ",,"2,795.6 ",,200.0 ,,190.1 ,,"2,979.9 ",,"16,234.0 ",
,,,,MBp,5,,5,,126.7 ,,162.6 ,,126.7 ,,7.4 ,,6.4 ,,24.6 ,,234.4 ,
,,,,Total,134,,204,,"2,922.4 ",,"5,547.5 ",,"5,043.5 ",,364.4 ,,344.4 ,,"3,217.9 ",,"18,403.1 ",
OR,Lane Transit District,,0007-B,DRp,22,,24,,0.0 ,,692.6 ,,583.4 ,,60.3 ,,49.5 ,,110.2 ,,743.2 ,
,,,,MB,94,,113,,"3,868.0 ",,"4,363.0 ",,"3,863.5 ",,316.5 ,,273.1 ,,"8,623.6 ",,"30,954.2 ",
,,,,Total,116,,137,,"3,868.0 ",,"5,055.5 ",,"4,446.8 ",,376.8 ,,322.6 ,,"8,733.8 ",,"31,697.4 ",
