State,Name,ID,Org Type,Mode,TOS, VOMS,Vehicles Available for Maximum Service,,Service Supplied (Thousands),,,,,,,,,,Unlinked Passenger Trips,,,
,,5061,B,DR,PT,12,18,,0.0 ,,101.9 ,,101.9 ,,6.4 ,,6.4 ,,31.3 ,,120.4 ,
,,5061,B,MB,DO,20,27,,913.2 ,,917.2 ,,911.1 ,,66.6 ,,65.9 ,,995.9 ,,"2,878.1 ",
,,,,Total,,37,51,,913.2 ,,"1,130.9 ",,"1,076.5 ",,82.7 ,,79.2 ,,"1,043.0 ",,"3,062.0 ",
IL,Greater Peoria Mass Transit District (CityLink),,,,,,,,,,,,,,,,,,,,,
,,5056,B,DR,PT,25,27,,0.0 ,,693.9 ,,622.6 ,,55.1 ,,48.8 ,,126.1 ,,"1,324.6 ",
,,5056,B,MB,DO,43,53,,"1,703.2 ",,"1,856.3 ",,"1,635.9 ",,137.8 ,,126.2 ,,"2,266.6 ",,"11,564.3 ",
,,,,Total,,68,80,,"1,703.2 ",,"2,550.2 ",,"2,258.5 ",,192.9 ,,175.0 ,,"2,392.6 ",,"12,888.9 ",
IL,Madison County Transit District (MCT),,,,,,,,,,,,,,,,,,,,,
,,5146,B,DR,PT,41,44,,0.0 ,,"1,372.7 ",,"1,180.8 ",,79.6 ,,72.4 ,,194.9 ,,"1,666.7 ",
,,5146,B,MB,PT,59,72,,"3,079.6 ",,"3,677.6 ",,"3,078.6 ",,182.8 ,,163.1 ,,"1,885.6 ",,"13,675.5 ",
,,5146,B,VP,PT,102,116,,0.0 ,,"2,559.2 ",,"2,552.8 ",,60.9 ,,60.8 ,,383.8 ,,"16,984.8 ",
,,,,Total,,202,232,,"3,079.6 ",,"7,609.4 ",,"6,812.2 ",,323.2 ,,296.3 ,,"2,464.2 ",,"32,326.9 ",
IL,Northeast Illinois Regional Commuter Railroad Corporation (Metra),,,,,,,,,,,,,,,,,,,,,
,,5118,A,CR,DO,"1,013","1,172",,"37,571.0 ",,"40,461.6 ",,"38,260.3 ",,"1,288.7 ",,"1,237.5 ",,"68,591.0 ",,"1,548,276.6 ",
IL,Pace - Suburban Bus Division (PACE),,,,,,,,,,,,,,,,,,,,,
,,5113,B,DR,DO,5,5,,0.0 ,,112.4 ,,94.7 ,,7.3 ,,6.3 ,,32.8 ,,231.6 ,
,,5113,B,DR,PT,383,455,,0.0 ,,"9,802.3 ",,"8,685.5 ",,652.2 ,,588.8 ,,"1,547.8 ",,"11,640.8 ",
,,5113,B,MB,DO,457,576,,"17,975.6 ",,"21,653.2 ",,"17,950.6 ",,"1,432.5 ",,"1,276.9 ",,"30,803.5 ",,"208,940.1 ",
,,5113,B,MB,PT,117,140,,"2,445.6 ",,"2,994.1 ",,"2,445.0 ",,195.9 ,,167.9 ,,"2,966.1 ",,"18,330.4 ",
,,5113,B,VP,DO,600,676,,0.0 ,,"8,596.5 ",,"7,742.5 ",,312.8 ,,270.6 ,,"1,529.2 ",,"34,241.9 ",
,,,,Total,,"1,562","1,852",,"20,421.3 ",,"43,158.5 ",,"36,918.3 ",,"2,600.6 ",,"2,310.5 ",,"36,879.3 ",,"273,384.8 ",
IL,Rock Island County Metropolitan Mass Transit District (MetroLink),,,,,,,,,,,,,,,,,,,,,
,,5057,B,DR,DO,5,5,,0.0 ,,18.4 ,,13.5 ,,1.1 ,,1.0 ,,3.4 ,,10.7 ,
,,5057,B,DR,PT,4,6,,0.0 ,,109.8 ,,94.5 ,,7.0 ,,6.5 ,,11.3 ,,97.8 ,
,,5057,B,MB,DO,69,73,,"1,997.1 ",,"2,249.0 ",,"1,973.7 ",,146.1 ,,130.9 ,,"2,346.8 ",,"7,866.9 ",
,,5057,B,VP,DO,3,6,,0.0 ,,19.3 ,,19.3 ,,0.7 ,,0.7 ,,2.2 ,,59.2 ,
,,,,Total,,81,90,,"1,997.1 ",,"2,396.5 ",,"2,100.9 ",,154.9 ,,139.0 ,,"2,363.8 ",,"8,034.6 ",
IL,Rockford Mass Transit District (RMTD),,,,,,,,,,,,,,,,,,,,,
,,5058,B,DR,DO,13,26,,0.0 ,,415.8 ,,353.3 ,,27.0 ,,24.6 ,,94.8 ,,692.3 ,
,,5058,B,DR,PT,5,7,,0.0 ,,63.2 ,,63.2 ,,5.1 ,,5.1 ,,22.5 ,,89.9 ,
,,5058,B,MB,DO,27,39,,"1,238.0 ",,"1,242.2 ",,"1,242.2 ",,93.3 ,,93.3 ,,"1,249.1 ",,"4,385.8 ",
,,,,Total,,45,72,,"1,238.0 ",,"1,721.2 ",,"1,658.7 ",,125.4 ,,123.0 ,,"1,366.4 ",,"5,168.0 ",
IL,Springfield Mass Transit District (SMTD),,,,,,,,,,,,,,,,,,,,,
,,5059,A,DR,DO,10,18,,0.0 ,,330.6 ,,297.5 ,,25.3 ,,23.1 ,,54.4 ,,279.3 ,
,,5059,A,MB,DO,37,45,,"1,153.7 ",,"1,239.4 ",,"1,151.9 ",,97.6 ,,91.4 ,,"1,286.3 ",,"3,428.7 ",
,,,,Total,,47,63,,"1,153.7 ",,"1,570.0 ",,"1,449.4 ",,122.9 ,,114.5 ,,"1,340.8 ",,"3,708.0 ",
IN,Bloomington Public Transportation Corporation (BT),,,,,,,,,,,,,,,,,,,,,
,,5110,B,DR,PT,8,8,,0.0 ,,228.4 ,,120.7 ,,20.3 ,,11.3 ,,35.2 ,,139.6 ,
,,5110,B,MB,DO,28,35,,889.6 ,,890.2 ,,849.9 ,,83.4 ,,79.9 ,,"2,148.6 ",,"6,488.7 ",
,,,,Total,,36,43,,889.6 ,,"1,118.6 ",,970.7 ,,103.7 ,,91.2 ,,"2,183.7 ",,"6,628.3 ",
IN,City of Anderson Transportation System (CATS),,,,,,,,,,,,,,,,,,,,,
,,5041,A,DR,DO,5,8,,0.0 ,,206.8 ,,199.7 ,,20.4 ,,18.7 ,,38.8 ,,126.3 ,
,,5041,A,MB,DO,6,8,,265.8 ,,266.9 ,,258.9 ,,22.2 ,,21.8 ,,168.4 ,,501.9 ,
,,,,Total,,11,16,,265.8 ,,473.8 ,,458.6 ,,42.6 ,,40.5 ,,207.2 ,,628.2 ,
IN,City of Kokomo,,,,,,,,,,,,,,,,,,,,,
,,5145,B,DR,DO,10,12,,0.0 ,,150.3 ,,134.9 ,,17.0 ,,15.9 ,,51.9 ,,182.2 ,
,,5145,B,DR,PT,13,16,,0.0 ,,624.1 ,,555.6 ,,57.5 ,,51.5 ,,105.7 ,,523.6 ,
,,,,Total,,23,28,,0.0 ,,774.3 ,,690.5 ,,74.5 ,,67.4 ,,157.6 ,,705.8 ,
IN,East Chicago Transit (ECT),,,,,,,,,,,,,,,,,,,,,
,,5042,A,DR,DO,1,2,,0.0 ,,33.3 ,,19.0 ,,3.2 ,,1.2 ,,5.9 ,,8.9 ,
,,5042,A,MB,DO,4,6,,234.9 ,,234.9 ,,206.9 ,,13.1 ,,0.0 ,,291.2 ,,205.8 ,
,,,,Total,,5,8,,234.9 ,,268.2 ,,225.9 ,,16.3 ,,1.2 ,,297.1 ,,214.7 ,
IN,Fort Wayne Public Transportation Corporation (Citilink),,,,,,,,,,,,,,,,,,,,,
,,5044,A,DR,DO,10,12,,0.0 ,,301.3 ,,256.2 ,,20.1 ,,17.7 ,,45.0 ,,371.9 ,
,,5044,A,MB,DO,27,35,,"1,440.3 ",,"1,525.6 ",,"1,432.1 ",,114.1 ,,109.3 ,,"1,713.4 ",,"5,508.6 ",
,,,,Total,,37,47,,"1,440.3 ",,"1,826.9 ",,"1,688.3 ",,134.3 ,,127.0 ,,"1,758.3 ",,"5,880.5 ",
IN,Gary Public Transportation Corporation (GPTC),,,,,,,,,,,,,,,,,,,,,
,,5045,A,DR,DO,2,5,,0.0 ,,81.7 ,Q,41.4 ,Q,3.0 ,Q,2.0 ,Q,6.2 ,,37.0 ,
,,5045,A,MB,DO,24,29,,"1,062.7 ",,"1,045.6 ",Q,956.6 ,Q,86.8 ,Q,85.2 ,Q,"1,477.5 ",,"3,679.1 ",
,,,,Total,,26,34,,"1,062.7 ",,"1,127.3 ",,998.0 ,,89.8 ,,87.2 ,,"1,483.7 ",,"3,716.1 ",
IN,Greater Lafayette Public Transportation Corporation (CityBus),,,,,,,,,,,,,,,,,,,,,
,,5051,A,DR,DO,5,6,,0.0 ,,98.3 ,,73.0 ,,8.2 ,,6.7 ,,20.5 ,,72.9 ,
,,5051,A,MB,DO,54,62,,"1,414.5 ",,"1,576.4 ",,"1,413.3 ",,129.0 ,,118.6 ,,"4,231.2 ",,"13,827.8 ",
,,,,Total,,59,68,,"1,414.5 ",,"1,674.7 ",,"1,486.3 ",,137.2 ,,125.3 ,,"4,251.7 ",,"13,900.7 ",
IN,Hammond Transit System (HTS),,,,,,,,,,,,,,,,,,,,,
,,5102,B,DR,PT,8,22,,0.0 ,,24.8 ,,18.6 ,,2.0 ,,1.5 ,,6.5 ,,18.6 ,
,,5102,B,MB,PT,11,16,,459.3 ,,488.8 ,,449.6 ,,32.9 ,,27.8 ,,412.8 ,,"1,904.3 ",
,,,,Total,,19,38,,459.3 ,,513.5 ,,468.2 ,,34.9 ,,29.3 ,,419.3 ,,"1,922.9 ",
IN,Indianapolis and Marion County Public Transportation (IndyGo),,,,,,,,,,,,,,,,,,,,,
,,5050,B,DR,DO,44,50,,0.0 ,,"1,717.0 ",Q,"1,412.8 ",,109.5 ,Q,87.0 ,,192.5 ,,"1,779.9 ",
,,5050,B,DR,PT,32,35,,0.0 ,,"1,668.2 ",,"1,344.4 ",,89.3 ,,71.3 ,,131.6 ,,"1,495.0 ",
,,5050,B,MB,DO,120,155,,"5,952.0 ",,"6,608.0 ",,"5,832.9 ",Q,445.9 ,,414.4 ,,"8,486.0 ",,"40,951.3 ",
,,,,Total,,196,240,,"5,952.0 ",,"9,993.2 ",,"8,590.1 ",,644.8 ,,572.7 ,,"8,810.2 ",,"44,226.2 ",
IN,Metropolitan Evansville Transit System (METS),,,,,,,,,,,,,,,,,,,,,
,,5043,A,DR,DO,10,15,,0.0 ,,259.3 ,,212.1 ,,20.0 ,,17.5 ,,42.8 ,Q,114.1 ,Q
,,5043,A,MB,DO,23,27,,"1,034.7 ",,"1,191.5 ",,"1,061.1 ",,96.1 ,,85.8 ,,0.0 ,N,0.0 ,N
,,,,Total,,33,42,,"1,034.7 ",,"1,450.8 ",,"1,273.3 ",,116.1 ,,103.3 ,,42.8 ,,114.1 ,Q
IN,Michiana Area Council of Governments (MACOG),,,,,,,,,,,,,,,,,,,,,
,,5149,B,DR,PT,27,29,,0.0 ,,404.0 ,,384.0 ,,25.4 ,,24.7 ,,158.1 ,,478.4 ,Q
,,5149,B,MB,PT,7,8,,432.3 ,,481.4 ,,431.1 ,,28.6 ,,27.0 ,,136.6 ,,855.8 ,
,,,,Total,,34,37,,432.3 ,,885.4 ,,815.1 ,,54.0 ,,51.8 ,,294.6 ,,"1,334.2 ",
IN,Muncie Indiana Transit System (MITS),,,,,,,,,,,,,,,,,,,,,
,,5054,A,DR,DO,9,14,,0.0 ,,320.6 ,,280.2 ,,28.5 ,,24.8 ,,74.7 ,Q,253.4 ,
,,5054,A,MB,DO,26,44,,877.5 ,,969.3 ,,879.8 ,,72.4 ,,65.6 ,,"1,761.7 ",Q,"4,779.4 ",Q
,,,,Total,,35,58,,877.5 ,,"1,289.9 ",,"1,160.0 ",,100.9 ,,90.3 ,,"1,836.4 ",,"5,032.8 ",
IN,North Township of Lake County Dial-A-Ride,,,,,,,,,,,,,,,,,,,,,
,,5103,A,DR,DO,4,6,,0.0 ,,63.8 ,,38.3 ,,5.2 ,,4.0 ,,11.0 ,,74.3 ,
IN,Northern Indiana Commuter Transportation District (NICTD),,,,,,,,,,,,,,,,,,,,,
,,5104,A,CR,DO,65,68,,"3,185.5 ",,"3,444.0 ",,"3,241.0 ",,97.2 ,,92.5 ,,"3,802.4 ",,"106,356.4 ",
IN,Northwest Indiana Community Action Corporation (NWICA),,,,,,,,,,,,,,,,,,,,,
,,5048,E,DR,DO,33,36,,0.0 ,,988.5 ,,919.2 ,,79.0 ,,72.0 ,,117.2 ,,"2,171.4 ",
IN,"Opportunity Enterprises, Inc. (OE)",,,,,,,,,,,,,,,,,,,,,
,,5131,E,DR,DO,29,33,,0.0 ,,440.0 ,,394.8 ,,29.3 ,,27.9 ,,111.0 ,,388.9 ,
IN,South Bend Public Transportation Corporation (Transpo),,,,,,,,,,,,,,,,,,,,,
,,5052,A,DR,DO,8,8,,0.0 ,,207.1 ,,182.3 ,,15.7 ,,13.9 ,,34.1 ,,256.6 ,
,,5052,A,MB,DO,49,56,,"1,703.1 ",,"1,772.9 ",,"1,703.1 ",,126.0 ,,116.1 ,,"3,072.7 ",,"10,914.3 ",
,,,,Total,,57,64,,"1,703.1 ",,"1,979.9 ",,"1,885.4 ",,141.7 ,,130.0 ,,"3,106.8 ",,"11,170.9 ",
IN,Terre Haute Transit Utility (THTU),,,,,,,,,,,,,,,,,,,,,
,,5053,A,DR,DO,4,5,,0.0 ,,102.4 ,,98.4 ,,10.5 ,,10.0 ,,23.1 ,,130.0 ,
,,5053,A,MB,DO,7,8,,269.8 ,,292.4 ,,250.5 ,,30.1 ,,27.4 ,,177.2 ,,258.8 ,
,,,,Total,,11,13,,269.8 ,,394.8 ,,348.9 ,,40.7 ,,37.4 ,,200.3 ,,388.8 ,
KS,City of Lawrence - Lawrence Transit System,,,,,,,,,,,,,,,,,,,,,
,,7033,B,DR,PT,10,14,,0.0 ,,278.9 ,,257.0 ,,23.4 ,,21.8 ,,51.3 ,,192.2 ,
,,7033,B,MB,PT,10,12,,570.4 ,,589.1 ,,564.8 ,,44.5 ,,43.0 ,,455.4 ,,"1,075.3 ",Q
,,,,Total,,20,26,,570.4 ,,868.0 ,,821.8 ,,67.9 ,,64.7 ,,506.7 ,,"1,267.6 ",
KS,"Johnson County Kansas, aka: Johnson County Transit (The JO)",,,,,,,,,,,,,,,,,,,,,
,,7035,B,DR,PT,30,41,,0.0 ,,986.6 ,,733.4 ,,49.4 ,,38.9 ,,104.5 ,Q,"1,125.9 ",Q
,,7035,B,MB,PT,36,40,,753.6 ,,"1,140.3 ",,753.6 ,,52.4 ,,38.8 ,,305.8 ,Q,"3,875.2 ",
,,,,Total,,66,81,,753.6 ,,"2,126.9 ",,"1,487.0 ",,101.7 ,,77.7 ,,410.3 ,,"5,001.2 ",
KS,Topeka Metropolitan Transit Authority (Topeka Transit - TMTA),,,,,,,,,,,,,,,,,,,,,
,,7014,B,DR,DO,10,15,,0.0 ,,324.6 ,Q,294.3 ,Q,20.7 ,Q,19.8 ,Q,69.1 ,Q,475.5 ,Q
,,7014,B,DR,PT,19,28,,0.0 ,,173.8 ,Q,173.8 ,Q,13.3 ,Q,13.3 ,Q,40.4 ,Q,209.0 ,Q
,,7014,B,MB,DO,25,48,,841.9 ,,894.8 ,Q,848.5 ,Q,58.3 ,Q,56.2 ,Q,"1,311.7 ",Q,"4,459.4 ",Q
,,,,Total,,54,91,,841.9 ,,"1,393.2 ",,"1,316.6 ",,92.3 ,,89.3 ,,"1,421.1 ",,"5,144.0 ",
KS,Wichita Transit (WT),,,,,,,,,,,,,,,,,,,,,
,,7015,B,DR,DO,17,20,,0.0 ,,744.8 ,Q,631.4 ,Q,39.4 ,Q,33.1 ,Q,75.7 ,Q,624.8 ,Q
,,7015,B,DR,PT,17,17,,0.0 ,,"1,435.1 ",Q,"1,219.8 ",Q,80.0 ,Q,68.0 ,Q,282.2 ,Q,"1,124.3 ",Q
,,7015,B,MB,DO,42,51,,"1,489.1 ",,"1,745.9 ",Q,"1,489.1 ",Q,115.8 ,Q,95.6 ,Q,"2,070.4 ",Q,"9,482.4 ",Q
,,,,Total,,76,88,,"1,489.1 ",,"3,925.8 ",,"3,340.3 ",,235.2 ,,196.7 ,,"2,428.3 ",,"11,231.5 ",
KY, Transit Authority of River City (TARC),,,,,,,,,,,,,,,,,,,,,
,,4018,B,DR,DO,6,9,,0.0 ,,126.4 ,,116.3 ,,8.9 ,,7.9 ,,17.4 ,,197.6 ,
,,4018,B,DR,PT,78,84,,0.0 ,,"3,444.5 ",,"3,019.1 ",,241.8 ,,209.5 ,,327.1 ,,"3,036.8 ",
,,4018,B,MB,DO,191,206,,"7,078.9 ",,"7,800.8 ",,"7,078.9 ",,585.9 ,,555.8 ,,"14,958.4 ",,"53,452.7 ",
,,4018,B,MB,PT,8,8,,175.0 ,,243.1 ,,175.0 ,,15.7 ,,11.4 ,,79.9 ,,187.2 ,Q
,,,,Total,,283,307,,"7,253.9 ",,"11,614.7 ",,"10,389.3 ",,852.3 ,,784.7 ,,"15,382.9 ",,"56,874.3 ",
KY,Lexington Transit Authority (LexTran),,,,,,,,,,,,,,,,,,,,,
,,4017,B,DR,PT,12,14,,0.0 ,,682.3 ,,629.7 ,,53.7 ,,50.0 ,,99.2 ,,589.5 ,
,,4017,B,MB,DO,27,46,,"1,083.8 ",,"1,122.2 ",,"1,064.5 ",,96.8 ,,93.4 ,,"2,838.1 ",,"9,010.5 ",
,,,,Total,,39,60,,"1,083.8 ",,"1,804.5 ",,"1,694.2 ",,150.5 ,,143.3 ,,"2,937.3 ",,"9,599.9 ",
KY,Transit Authority of Northern Kentucky (TANK),,,,,,,,,,,,,,,,,,,,,
,,4019,A,DR,DO,20,27,,0.0 ,,868.5 ,,743.8 ,,48.9 ,,43.8 ,,89.6 ,,904.3 ,
,,4019,A,MB,DO,78,101,,"2,620.2 ",,"3,431.1 ",,"2,700.3 ",,222.5 ,,191.6 ,,"3,681.1 ",,"19,242.6 ",
,,,,Total,,98,128,,"2,620.2 ",,"4,299.6 ",,"3,444.1 ",,271.4 ,,235.3 ,,"3,770.6 ",,"20,146.9 ",
LA,Capital Area Transit System (CATS),,,,,,,,,,,,,,,,,,,,,
,,6022,B,DR,PT,9,12,,0.0 ,,393.0 ,,346.2 ,,29.6 ,,27.4 ,,57.6 ,,507.0 ,
,,6022,B,MB,DO,71,82,,"2,766.6 ",,"2,889.8 ",,"2,761.0 ",,183.3 ,,172.8 ,,"4,752.8 ",,"15,851.9 ",
,,,,Total,,80,94,,"2,766.6 ",,"3,282.8 ",,"3,107.2 ",,212.9 ,,200.2 ,,"4,810.4 ",,"16,358.9 ",
LA,City of Alexandria (Atrans),,,,,,,,,,,,,,,,,,,,,
,,6025,A,DR,DO,3,4,,0.0 ,,114.1 ,,109.6 ,,7.3 ,,6.9 ,,15.8 ,,72.1 ,
,,6025,A,MB,DO,8,11,,441.6 ,,451.7 ,,441.6 ,,29.9 ,,29.4 ,,623.9 ,,"2,584.0 ",
,,,,Total,,11,15,,441.6 ,,565.8 ,,551.3 ,,37.2 ,,36.2 ,,639.7 ,,"2,656.1 ",
LA,City of Monroe Transit System (MTS),,,,,,,,,,,,,,,,,,,,,
,,6026,A,DR,DO,2,4,,0.0 ,,62.7 ,Q,27.6 ,Q,6.7 ,Q,4.5 ,Q,7.1 ,,0.0 ,W
,,6026,A,MB,DO,14,19,,678.9 ,,684.2 ,Q,681.9 ,Q,46.3 ,Q,45.7 ,Q,963.5 ,,0.0 ,W
,,,,Total,,16,23,,678.9 ,,746.9 ,,709.5 ,,52.9 ,,50.2 ,,970.7 ,,0.0 ,Q
LA,Crescent City Connection Division - Louisiana Department of Transportation (CCCD),,,,,,,,,,,,,,,,,,,,,
,,6020,C,FB,DO,5,6,,49.4 ,,44.1 ,,44.1 ,,22.1 ,,22.1 ,,"3,133.2 ",,"1,566.6 ",
LA,Jefferson Parish Department of Transit Administration (Jet),,,,,,,,,,,,,,,,,,,,,
,,6088,B,DR,PT,16,19,,0.0 ,,404.2 ,,362.2 ,,43.3 ,,37.6 ,,68.0 ,,524.2 ,
,,6088,B,MB,PT,53,63,,"1,867.2 ",,"2,035.3 ",,"1,863.8 ",,134.9 ,,123.2 ,,"3,058.4 ",,"15,113.2 ",
,,,,Total,,69,82,,"1,867.2 ",,"2,439.6 ",,"2,226.1 ",,178.2 ,,160.8 ,,"3,126.4 ",,"15,637.4 ",
LA,Lafayette Transit System (LTS),,,,,,,,,,,,,,,,,,,,,
,,6038,B,DR,PT,5,6,,0.0 ,,245.0 ,,210.6 ,,17.6 ,,14.3 ,,42.2 ,,151.7 ,
,,6038,B,MB,DO,13,19,,616.7 ,,611.4 ,,559.8 ,,46.0 ,,42.4 ,,"1,190.0 ",,"5,261.6 ",
,,6038,B,MB,PT,4,7,,108.7 ,,106.8 ,Q,93.9 ,Q,7.8 ,Q,6.0 ,Q,145.2 ,,667.4 ,
,,,,Total,,22,32,,725.4 ,,963.1 ,,864.3 ,,71.4 ,,62.8 ,,"1,377.5 ",,"6,080.7 ",
LA,Shreveport Area Transit System (SporTran),,,,,,,,,,,,,,,,,,,,,
,,6024,B,DR,PT,9,12,,0.0 ,,429.0 ,,296.5 ,,29.9 ,,11.9 ,,32.6 ,Q,311.0 ,
,,6024,B,MB,DO,37,45,,"2,129.8 ",,"2,182.7 ",Q,"2,129.3 ",Q,140.3 ,,137.9 ,,"2,814.4 ",,"14,512.0 ",
,,,,Total,,46,57,,"2,129.8 ",,"2,611.7 ",,"2,425.8 ",,170.2 ,,149.8 ,,"2,847.1 ",,"14,823.1 ",
MA, Brockton Area Transit Authority (BAT),,,,,,,,,,,,,,,,,,,,,
,,1004,B,DR,PT,40,47,,0.0 ,,773.7 ,,510.5 ,,67.4 ,,48.0 ,,199.9 ,,"1,173.4 ",
,,1004,B,MB,PT,41,47,,"1,272.3 ",,"1,272.2 ",,"1,161.3 ",,104.0 ,,97.9 ,,"3,020.2 ",,"14,799.1 ",
,,,,Total,,81,94,,"1,272.3 ",,"2,045.9 ",,"1,671.9 ",,171.4 ,,145.8 ,,"3,220.1 ",,"15,972.4 ",
MA,Berkshire Regional Transit Authority (BRTA),,,,,,,,,,,,,,,,,,,,,
,,1007,B,MB,PT,17,17,,820.6 ,,820.6 ,,819.9 ,Q,43.4 ,Q,43.4 ,Q,508.8 ,,819.9 ,Q
MA,Cape Ann Transportation Authority (CATA),,,,,,,,,,,,,,,,,,,,,
,,1053,B,DR,PT,7,11,,0.0 ,,158.0 ,,142.7 ,,11.2 ,,10.3 ,,33.0 ,,161.9 ,Q
,,1053,B,MB,PT,18,21,,306.1 ,,332.3 ,Q,306.1 ,,23.8 ,Q,20.2 ,,257.0 ,,"1,207.2 ",Q
,,,,Total,,25,32,,306.1 ,,490.3 ,,448.8 ,,35.0 ,,30.4 ,,290.0 ,,"1,369.1 ",
MA,Cape Cod Regional Transit Authority (CCRTA),,,,,,,,,,,,,,,,,,,,,
,,1105,B,DR,PT,61,65,,0.0 ,,"2,810.7 ",,"2,342.3 ",,132.7 ,,110.6 ,,323.0 ,,"2,228.6 ",
,,1105,B,MB,PT,24,29,,805.7 ,,803.2 ,,722.6 ,,47.3 ,,42.5 ,,279.6 ,,"2,961.3 ",
,,,,Total,,85,94,,805.7 ,,"3,613.9 ",,"3,064.9 ",,180.0 ,,153.1 ,,602.6 ,,"5,189.9 ",
MA,Greater Attleboro-Taunton Regional Transit Authority (GATRA),,,,,,,,,,,,,,,,,,,,,
,,1064,B,DR,PT,45,56,,0.0 ,,"1,043.0 ",,927.7 ,,77.7 ,,69.1 ,,177.4 ,,"1,173.4 ",
,,1064,B,MB,PT,39,47,,"1,770.9 ",,"1,863.9 ",,"1,768.1 ",,85.3 ,,80.1 ,,695.4 ,,"10,344.9 ",
,,,,Total,,84,103,,"1,770.9 ",,"2,906.9 ",,"2,695.8 ",,163.0 ,,149.2 ,,872.7 ,,"11,518.3 ",
MA,Lowell Regional Transit Authority (LRTA),,,,,,,,,,,,,,,,,,,,,
,,1005,B,DR,PT,31,33,,0.0 ,,501.9 ,,435.1 ,,48.4 ,,42.7 ,,101.4 ,,456.4 ,
,,1005,B,MB,DO,37,42,,909.9 ,,"1,000.3 ",,911.1 ,,87.7 ,,80.0 ,,"1,417.9 ",,"4,174.0 ",
,,,,Total,,68,75,,909.9 ,,"1,502.2 ",,"1,346.2 ",,136.1 ,,122.7 ,,"1,519.3 ",,"4,630.4 ",
MA,Massachusetts Bay Transportation Authority (MBTA),,,,,,,,,,,,,,,,,,,,,
,,1003,B,CR,DO,391,460,,"22,464.5 ",,"22,832.1 ",,"22,342.5 ",,722.8 ,,709.8 ,,"37,890.2 ",,"755,587.5 ",
,,1003,B,DR,PT,407,479,,0.0 ,,"13,207.2 ",,"11,064.8 ",,"1,103.2 ",,878.4 ,,"1,335.7 ",,"16,825.7 ",
,,1003,B,FB,PT,9,12,,338.7 ,,342.0 ,,338.7 ,,27.5 ,,26.7 ,,"1,280.7 ",,"11,741.2 ",
,,1003,B,HR,DO,320,408,,"19,992.9 ",,"21,245.2 ",Q,"20,813.3 ",Q,"1,456.4 ",Q,"1,426.8 ",Q,"141,994.8 ",,"503,458.2 ",
,,1003,B,LR,DO,144,186,,"5,549.5 ",,"4,568.7 ",Q,"4,544.1 ",Q,470.6 ,Q,468.0 ,Q,"73,792.6 ",,"180,581.3 ",
,,1003,B,MB,DO,799,"1,020",,"23,963.4 ",,"30,515.1 ",,"27,216.5 ",,"2,949.5 ",,"2,656.3 ",,"132,689.8 ",,"247,054.0 ",
,,1003,B,MB,PT,58,86,,"2,006.2 ",,"2,351.7 ",,"2,008.0 ",,127.5 ,,109.9 ,,"1,691.6 ",,"14,514.5 ",
,,1003,B,TB,DO,23,40,,715.7 ,,711.8 ,Q,701.1 ,Q,72.9 ,Q,71.8 ,Q,"4,175.5 ",,"8,935.6 ",
,,,,Total,,"2,151","2,691",,"75,030.9 ",,"95,773.7 ",,"89,029.0 ",,"6,930.4 ",,"6,347.8 ",,"394,850.8 ",,"1,738,697.9 ",
MA,Merrimack Valley Regional Transit Authority (MVRTA),,,,,,,,,,,,,,,,,,,,,
,,1013,B,DR,PT,14,18,,0.0 ,,446.9 ,,389.7 ,,34.7 ,,28.1 ,,58.7 ,,370.8 ,
,,1013,B,MB,PT,30,47,,"1,112.2 ",,"1,238.3 ",,"1,111.7 ",,88.7 ,,82.0 ,,"1,603.3 ",,"7,234.1 ",
,,,,Total,,44,65,,"1,112.2 ",,"1,685.1 ",,"1,501.4 ",,123.4 ,,110.1 ,,"1,662.0 ",,"7,604.9 ",
MA,Montachusett Regional Transit Authority (MART),,,,,,,,,,,,,,,,,,,,,
,,1061,B,DR,PT,113,130,,0.0 ,,"1,794.1 ",,"1,794.1 ",,129.4 ,,129.4 ,,541.6 ,,"4,765.9 ",
,,1061,B,MB,PT,27,32,,931.9 ,,951.7 ,,931.9 ,,80.6 ,,79.2 ,,617.1 ,,"3,690.5 ",
,,,,Total,,140,162,,931.9 ,,"2,745.7 ",,"2,725.9 ",,210.0 ,,208.6 ,,"1,158.7 ",,"8,456.4 ",
MA,Pioneer Valley Transit Authority (PVTA),,,,,,,,,,,,,,,,,,,,,
,,1008,B,DR,PT,95,142,,0.0 ,,"3,095.0 ",,"2,797.5 ",,219.8 ,,183.5 ,,373.6 ,,"2,712.8 ",
,,1008,B,MB,PT,140,185,,"4,372.8 ",,"4,462.1 ",,"4,291.2 ",,352.2 ,,338.2 ,,"9,746.6 ",,"31,132.7 ",
,,,,Total,,235,327,,"4,372.8 ",,"7,557.2 ",,"7,088.7 ",,572.0 ,,521.7 ,,"10,120.3 ",,"33,845.5 ",
MA,Southeastern Regional Transit Authority (SRTA),,,,,,,,,,,,,,,,,,,,,
,,1006,B,DR,PT,17,21,,0.0 ,,482.0 ,,391.8 ,,42.2 ,,37.9 ,,86.5 ,,553.9 ,
,,1006,B,MB,PT,49,66,,"1,446.2 ",,"1,357.1 ",,"1,241.6 ",,105.6 ,,96.7 ,,"1,610.2 ",,"4,347.5 ",
