Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,0,,
"Collier County, dba: Collier Area Transit",Naples,FL,4140,40140,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"310,298 ",49,MB,PT,21,,$1.13 ,,0.14 ,,$86.95 ,,11.0 ,,$7.93 ,,$1.09 ,,,"$909,346 ",,"$6,390,871 ",,"805,513 ",,"73,497 ",,"5,839,288 ",,"1,379,344 ",,No,,,,,,
"Fort Bend County, Texas, dba: Fort Bend County Public Transportation",Richmond,TX,6103,60103,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,944,332 ",49,CB,PT,20,,$2.72 ,,0.31 ,,$98.35 ,,11.3 ,,$8.71 ,,$0.42 ,W,,"$713,564 ",,"$2,283,914 ",,"262,260 ",,"23,223 ",,"5,475,649 ",W,"597,746 ",,Yes,,,,,,
Link Transit,Wenatchee,WA,0043,00043,Independent Public Agency or Authority of Transit Service,Full Reporter,"67,227 ",49,DR,PT,2,,$0.22 ,,0.01 ,,$143.05 ,,6.1 ,,$23.64 ,,$5.54 ,,,$431 ,,"$46,922 ",,"1,985 ",,328 ,,"8,470 ",,"5,129 ",,No,,,,,,
Central Oregon Intergovernmental Council,Bend,OR,0057,00057,"MPO, COG or Other Planning Agency",Full Reporter,"83,794 ",49,CB,DO,16,,$1.20 ,,0.17 ,,$93.10 ,,12.9 ,,$7.20 ,,$0.54 ,,,"$258,862 ",,"$1,559,021 ",,"216,547 ",,"16,745 ",,"2,903,895 ",,"489,945 ",,No,,,,,,
Link Transit,Wenatchee,WA,0043,00043,Independent Public Agency or Authority of Transit Service,Full Reporter,"67,227 ",49,DR,DO,14,,$1.03 ,,0.02 ,,$119.78 ,,2.6 ,,$46.61 ,,$12.07 ,,,"$56,516 ",,"$2,556,617 ",,"54,856 ",,"21,345 ",,"211,733 ",,"261,436 ",,No,,,,,,
"Laredo Transit Management, Inc., dba: El Metro",Laredo,TX,6009,60009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"235,730 ",49,DR,DO,14,,$1.37 ,,0.02 ,,$111.61 ,,1.9 ,,$59.12 ,,$10.96 ,,,"$61,869 ",,"$2,667,415 ",,"45,116 ",,"23,899 ",,"243,374 ",,"257,877 ",,No,,,,,,
Central Oregon Intergovernmental Council,Bend,OR,0057,00057,"MPO, COG or Other Planning Agency",Full Reporter,"83,794 ",49,MB,PT,13,,$0.83 ,,0.14 ,,$77.93 ,,13.4 ,,$5.82 ,,$1.54 ,,,"$356,866 ",,"$2,490,932 ",,"428,258 ",,"31,962 ",,"1,614,967 ",,"413,963 ",,No,,,,,,
Central Oregon Intergovernmental Council,Bend,OR,0057,00057,"MPO, COG or Other Planning Agency",Full Reporter,"83,794 ",49,DR,DO,10,,$0.93 ,,0.04 ,,$89.33 ,,3.4 ,,$26.04 ,,$7.48 ,,,"$43,055 ",,"$1,206,173 ",,"46,318 ",,"13,502 ",,"161,187 ",,"153,293 ",,No,,,,,,
Central Oregon Intergovernmental Council,Bend,OR,0057,00057,"MPO, COG or Other Planning Agency",Full Reporter,"83,794 ",49,MB,DO,1,,$0.13 ,,0.02 ,,$65.73 ,,10.3 ,,$6.37 ,,$2.39 ,,,"$2,388 ",,"$112,995 ",,"17,735 ",,"1,719 ",,"47,352 ",,"29,927 ",,No,,,,,,
City of Elk Grove,Elk Grove,CA,9205,90205,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,723,634 ",48,DR,PT,9,,$5.51 ,,0.06 ,,$127.66 ,,1.4 ,,$89.83 ,,$13.64 ,,,"$112,254 ",,"$1,830,734 ",,"20,380 ",,"14,341 ",,"134,224 ",,"159,888 ",,No,,,,,,
Via Mobility Services,Boulder,CO,8R01-019,8R01-80285,Private-Non-Profit Corporation,Rural Reporter,0 ,48,DR,DO,48,,$1.04 ,,0.03 ,,$75.31 ,,2.2 ,,$34.02 ,,$0.00 ,,,"$146,227 ",,"$4,785,930 ",,"140,696 ",,"63,547 ",,0 ,,"681,250 ",,No,,,,,,
East Texas Council of Governments ,Kilgore,TX,6R05-029,6R05-60186,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,48,DR,DO,45,,$1.34 ,,0.04 ,,$60.47 ,,1.7 ,,$35.58 ,,$0.00 ,,,"$128,808 ",,"$3,422,478 ",,"96,204 ",,"56,601 ",,0 ,,"1,155,752 ",,No,,,,,,
East Texas Council of Governments ,Kilgore,TX,6R05-029,6R05-60186,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,48,MB,DO,3,,$0.38 ,,0.05 ,,$20.15 ,,2.6 ,,$7.62 ,,$0.00 ,,,"$3,107 ",,"$62,542 ",,"8,205 ",,"3,104 ",,0 ,,"50,952 ",,No,,,,,,
Butte County Association of Governments,Chico,CA,9208,90208,"MPO, COG or Other Planning Agency",Full Reporter,"98,176 ",48,MB,PT,26,,$1.28 ,,0.20 ,,$90.97 ,,14.0 ,,$6.49 ,,$1.32 ,,,"$1,211,744 ",,"$6,166,233 ",,"949,871 ",,"67,780 ",,"4,673,365 ",,"971,728 ",,No,,,,,,
"Manatee County Board of County Commissioners, dba: Manatee County Area Transit",Sarasota,FL,4026,40026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"643,260 ",48,DR,DO,25,,$3.07 ,,0.07 ,,$87.24 ,,1.9 ,,$46.01 ,,$5.12 ,,,"$303,241 ",,"$4,543,619 ",,"98,763 ",,"52,083 ",,"887,803 ",,"640,251 ",,No,,,,,,
"Manatee County Board of County Commissioners, dba: Manatee County Area Transit",Sarasota,FL,4026,40026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"643,260 ",48,MB,DO,23,,$0.60 ,,0.08 ,,$109.78 ,,15.3 ,,$7.15 ,,$1.59 ,,,"$878,190 ",,"$10,554,694 ",,"1,475,533 ",,"96,147 ",,"6,617,965 ",,"1,394,373 ",,No,,,,,,
City of Elk Grove,Elk Grove,CA,9205,90205,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,723,634 ",48,CB,PT,23,,$1.93 ,,0.25 ,,$158.11 ,,20.3 ,,$7.80 ,,$0.57 ,,,"$716,861 ",,"$2,900,960 ",,"372,089 ",,"18,348 ",,"5,076,537 ",,"332,271 ",,No,,,,,,
Butte County Association of Governments,Chico,CA,9208,90208,"MPO, COG or Other Planning Agency",Full Reporter,"98,176 ",48,DR,PT,22,,$2.25 ,,0.10 ,,$74.16 ,,3.4 ,,$21.66 ,,$5.67 ,,,"$317,162 ",,"$3,059,730 ",,"141,277 ",,"41,258 ",,"539,292 ",,"354,046 ",,No,,,,,,
City of Elk Grove,Elk Grove,CA,9205,90205,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,723,634 ",48,MB,PT,16,,$1.20 ,,0.09 ,,$130.08 ,,9.6 ,,$13.50 ,,$3.78 ,,,"$433,233 ",,"$4,892,540 ",,"362,402 ",,"37,613 ",,"1,293,989 ",,"509,948 ",,No,,,,,,
"Bolivar County Council On Aging, Inc.",Cleveland,MS,4R05-002,4R05-41192,Private-Non-Profit Corporation,Rural Reporter,0 ,47,DR,DO,47,,$0.48 ,,0.03 ,,$31.29 ,,1.9 ,,$16.19 ,,$0.00 ,,,"$60,000 ",,"$2,035,244 ",,"125,707 ",,"65,036 ",,0 ,,"1,887,170 ",,No,,,,,,
Kerr Area Transportation Authority,Henderson,NC,4R06-025,4R06-41048,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,47,DR,DO,45,,$1.04 ,,0.05 ,,$28.16 ,,1.3 ,,$21.24 ,,$0.00 ,,,"$151,604 ",,"$3,109,466 ",,"146,392 ",,"110,417 ",,0 ,,"1,887,199 ",,No,,,,,,
"Dutchess County, dba: Dutchess County Public Transit",Poughkeepsie,NY,2010,20010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"423,566 ",47,MB,DO,33,,$1.35 ,,0.15 ,,$96.57 ,,10.6 ,,$9.14 ,,$1.60 ,,,"$1,143,736 ",,"$7,753,976 ",,"848,065 ",,"80,293 ",,"4,858,260 ",,"1,233,004 ",,No,,,,,,
Kerr Area Transportation Authority,Henderson,NC,4R06-025,4R06-41048,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,47,MB,DO,2,,$0.00 ,,0.00 ,,$20.00 ,,3.3 ,,$5.98 ,,$0.00 ,,,$0 ,,"$187,858 ",,"31,396 ",,"9,393 ",,0 ,,"124,340 ",,No,,,,,,
"Dutchess County, dba: Dutchess County Public Transit",Poughkeepsie,NY,2010,20010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"423,566 ",47,DR,DO,14,,$2.05 ,,0.02 ,,$264.35 ,,2.0 ,,$129.26 ,,$17.63 ,,,"$50,664 ",,"$3,192,274 ",,"24,696 ",,"12,076 ",,"181,050 ",,"179,399 ",,No,,,,,,
New Castle Area Transit Authority,New Castle,PA,3R04-005,3R04-30151,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,46,CB,DO,7,,$3.51 ,,0.28 ,,$113.23 ,,8.9 ,,$12.76 ,,$0.00 ,,,"$360,300 ",,"$1,309,214 ",,"102,638 ",,"11,562 ",,0 ,,"390,593 ",,No,,,,,,
Mountain Empire Older Citizens Transit,Big Stone Gap,VA,3R06-003,3R06-30132,Private-Non-Profit Corporation,Rural Reporter,0 ,46,DR,DO,46,,$0.56 ,,0.03 ,,$41.61 ,,1.9 ,,$22.40 ,,$0.00 ,,,"$54,040 ",,"$2,148,027 ",,"95,892 ",,"51,626 ",,0 ,,"815,737 ",,No,,,,,,
Northern Oklahoma Development Authority,ENID,OK,6R04-007,6R04-60226,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,46,DR,DO,46,,$2.27 ,,0.09 ,,$28.52 ,,1.1 ,,$25.81 ,,$0.00 ,,,"$112,813 ",,"$1,284,831 ",,"49,778 ",,"45,053 ",,0 ,,"670,450 ",,No,,,,,,
University of Michigan Parking and Transportation Services,Ann Arbor,MI,5158,50158,University,Full Reporter,"306,022 ",46,MB,DO,46,,$0.00 ,,0.00 ,,$81.44 ,,61.1 ,,$1.33 ,,$0.65 ,,,$0 ,,"$9,810,917 ",,"7,355,679 ",,"120,461 ",,"15,079,347 ",,"1,144,755 ",,No,,,,,,
"City of Culver City, dba: Culver City Municipal Bus Lines",Culver City,CA,9039,90039,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ",46,MB,DO,44,,$0.63 ,,0.12 ,,$139.00 ,,27.1 ,,$5.13 ,,$1.59 ,,,"$2,908,934 ",,"$23,608,735 ",,"4,600,876 ",,"169,841 ",,"14,813,937 ",,"1,656,768 ",,No,,,,,,
Ventura County Transportation Commission,Ventura,CA,9164,90164,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260 ",46,MB,PT,4,,$0.74 ,,0.09 ,,$70.44 ,,8.1 ,,$8.67 ,,$1.46 ,,,"$38,962 ",,"$456,551 ",,"52,671 ",,"6,481 ",,"312,296 ",,"79,049 ",,No,,,,,,
Ventura County Transportation Commission,Ventura,CA,9164,90164,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260 ",46,CB,PT,32,,$1.39 ,,0.10 ,,$130.28 ,,9.8 ,,$13.28 ,,$0.68 ,,,"$907,271 ",,"$8,652,890 ",,"651,595 ",,"66,419 ",,"12,806,489 ",,"1,564,942 ",,No,,,,,,
Connecticut Department of Transportation,Newington,CT,1102,10102,State Government Unit or Department of Transportation,Full Reporter,"924,859 ",46,CR,PT,31,,$3.11 ,,0.05 ,,"$1,179.19 ",,18.0 ,,$65.55 ,,$2.44 ,,,"$1,852,605 ",,"$39,030,075 ",,"595,447 ",,"33,099 ",,"16,002,355 ",,"1,438,388 ",,No,,,,,,
"Jefferson Parish, dba: Jefferson Transit",Gretna,LA,6088,60088,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"899,703 ",46,MB,PT,31,,$1.56 ,,0.23 ,,$118.38 ,,17.4 ,,$6.81 ,,$1.34 ,,,"$2,931,244 ",,"$12,787,717 ",,"1,878,956 ",,"108,025 ",,"9,545,781 ",,"1,524,428 ",,No,,,,,,
Grant County Transportation Authority,Moses Lake,WA,0R03-011,0R03-00309,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,46,DR,DO,3,,$1.48 ,,0.01 ,,$355.37 ,,2.6 ,,$134.25 ,,$0.00 ,,,"$4,468 ",,"$404,764 ",,"3,015 ",,"1,139 ",,0 ,,"55,882 ",,No,,,,,,
Fort Wayne Public Transportation Corporation,Fort Wayne,IN,5044,50044,Independent Public Agency or Authority of Transit Service,Full Reporter,"313,492 ",46,MB,DO,29,,$0.94 ,,0.13 ,,$111.10 ,,15.7 ,,$7.06 ,,$2.33 ,,,"$1,498,394 ",,"$11,305,010 ",,"1,600,996 ",,"101,754 ",,"4,851,018 ",,"1,430,533 ",,No,,,,,,
New Castle Area Transit Authority,New Castle,PA,3R04-005,3R04-30151,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,46,DR,PT,21,,$1.89 ,,0.10 ,,$55.21 ,,3.0 ,,$18.15 ,,$0.00 ,,,"$10,857 ",,"$104,292 ",,"5,746 ",,"1,889 ",,0 ,,"25,341 ",,No,,,,,,
"City of Culver City, dba: Culver City Municipal Bus Lines",Culver City,CA,9039,90039,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ",46,DR,DO,2,,$0.36 ,,0.01 ,,$135.43 ,,3.8 ,,$35.38 ,,$18.15 ,,,"$2,749 ",,"$270,328 ",,"7,641 ",,"1,996 ",,"14,892 ",,"17,397 ",,No,,,,,,
New Castle Area Transit Authority,New Castle,PA,3R04-005,3R04-30151,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,46,MB,DO,18,,$0.64 ,,0.06 ,,$117.73 ,,11.6 ,,$10.14 ,,$0.00 ,,,"$297,803 ",,"$4,754,127 ",,"468,708 ",,"40,381 ",,0 ,,"687,273 ",,No,,,,,,
Fort Wayne Public Transportation Corporation,Fort Wayne,IN,5044,50044,Independent Public Agency or Authority of Transit Service,Full Reporter,"313,492 ",46,DR,DO,17,,$2.38 ,,0.07 ,,$92.57 ,,2.5 ,,$36.69 ,,$4.32 ,,,"$180,717 ",,"$2,781,044 ",,"75,804 ",,"30,042 ",,"644,334 ",,"446,070 ",,No,,,,,,
Grant County Transportation Authority,Moses Lake,WA,0R03-011,0R03-00309,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,46,MB,DO,15,,$0.68 ,,0.03 ,,$118.90 ,,5.4 ,,$21.93 ,,$0.00 ,,,"$119,336 ",,"$3,847,060 ",,"175,420 ",,"32,356 ",,0 ,,"718,935 ",,No,,,,,,
Connecticut Department of Transportation,Newington,CT,1102,10102,State Government Unit or Department of Transportation,Full Reporter,"924,859 ",46,CB,PT,15,,$1.92 ,,0.08 ,,$297.45 ,,13.1 ,,$22.76 ,,$1.22 ,,,"$309,273 ",,"$3,669,983 ",,"161,230 ",,"12,338 ",,"3,006,499 ",,"331,158 ",,No,,,,,,
"Jefferson Parish, dba: Jefferson Transit",Gretna,LA,6088,60088,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"899,703 ",46,DR,PT,15,,$2.84 ,,0.06 ,,$79.40 ,,1.7 ,,$47.53 ,,$6.64 ,,,"$185,151 ",,"$3,095,887 ",,"65,133 ",,"38,989 ",,"466,010 ",,"460,241 ",,No,,,,,,
Grant County Transportation Authority,Moses Lake,WA,0R03-011,0R03-00309,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,46,DR,PT,15,,$0.56 ,,0.02 ,,$80.19 ,,2.2 ,,$36.80 ,,$0.00 ,,,"$12,725 ",,"$837,543 ",,"22,760 ",,"10,444 ",,0 ,,"178,992 ",,No,,,,,,
Grant County Transportation Authority,Moses Lake,WA,0R03-011,0R03-00309,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,46,VP,DO,13,,$3.79 ,,1.42 ,,$22.00 ,,8.3 ,,$2.66 ,,$0.00 ,,,"$136,760 ",,"$96,154 ",,"36,089 ",,"4,371 ",,0 ,,"259,283 ",,No,,,,,,
Ventura County Transportation Commission,Ventura,CA,9164,90164,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260 ",46,DR,PT,10,,$1.50 ,,0.05 ,,$73.70 ,,2.4 ,,$30.95 ,,$10.75 ,,,"$55,262 ",,"$1,137,497 ",,"36,756 ",,"15,434 ",,"105,790 ",,"195,882 ",,No,,,,,,
Ark-Tex Council of Governments ,Texarkana,TX,6R05-003,6R05-60145,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,45,CB,DO,6,,$1.37 ,,0.00 ,,$99.07 ,,0.3 ,,$312.38 ,,$0.00 ,,,"$4,599 ",,"$1,047,711 ",,"3,354 ",,"10,575 ",,0 ,,"271,057 ",,No,,,,,,
"Logan County Historical Society, dba: First Capital Trolley",Guthrie,OK,6R04-004,6R04-60214,Private-Non-Profit Corporation,Rural Reporter,0 ,45,DR,DO,42,,$2.03 ,,0.14 ,,$28.26 ,,1.9 ,,$14.84 ,,$0.00 ,,,"$270,683 ",,"$1,978,479 ",,"133,306 ",,"70,010 ",,0 ,,"1,359,701 ",,No,,,,,,
"Southeast Vermont Transit, Inc",Wilmington,VT,1R06-005,1R06-10144,Private-Non-Profit Corporation,Rural Reporter,0 ,45,CB,DO,4,,$2.44 ,,0.14 ,,$108.41 ,,6.2 ,,$17.39 ,,$0.00 ,,,"$67,614 ",,"$481,870 ",,"27,709 ",,"4,445 ",,0 ,,"162,150 ",,No,,,,,,
Ark-Tex Council of Governments ,Texarkana,TX,6R05-003,6R05-60145,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,45,MB,DO,4,,$0.20 ,,0.04 ,,$29.70 ,,5.7 ,,$5.21 ,,$0.00 ,,,"$11,426 ",,"$298,226 ",,"57,294 ",,"10,040 ",,0 ,,"167,008 ",,No,,,,,,
Ark-Tex Council of Governments ,Texarkana,TX,6R05-003,6R05-60145,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,45,DR,DO,35,,$0.57 ,,0.03 ,,$62.64 ,,3.0 ,,$20.86 ,,$0.00 ,,,"$61,451 ",,"$2,240,731 ",,"107,435 ",,"35,773 ",,0 ,,"700,933 ",,No,,,,,,
Kanawha Valley Regional Transportation Authority,Charleston,WV,3001,30001,Independent Public Agency or Authority of Transit Service,Full Reporter,"153,199 ",45,MB,DO,35,,$0.94 ,,0.13 ,,$91.29 ,,12.5 ,,$7.32 ,,$1.50 ,,,"$1,509,276 ",,"$11,811,849 ",,"1,612,942 ",,"129,392 ",,"7,876,659 ",,"2,170,945 ",,No,,,,,,
Kern Regional Transit,Bakersfield,CA,9R02-037,9R02-91059,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,45,MB,PT,30,,$2.41 ,,0.12 ,,$110.75 ,,5.4 ,,$20.61 ,,$0.00 ,,,"$785,443 ",,"$6,726,572 ",,"326,399 ",,"60,737 ",,0 ,,"2,250,730 ",,No,,,,,,
"Logan County Historical Society, dba: First Capital Trolley",Guthrie,OK,6R04-004,6R04-60214,Private-Non-Profit Corporation,Rural Reporter,0 ,45,MB,DO,3,,$0.35 ,,0.07 ,,$24.14 ,,4.4 ,,$5.45 ,,$0.00 ,,,"$2,109 ",,"$32,444 ",,"5,950 ",,"1,344 ",,0 ,,"18,729 ",,No,,,,,,
"OCCK, Inc.",Salina,KS,7R02-033,7R02-70145,Private-Non-Profit Corporation,Rural Reporter,0 ,45,DR,DO,27,,$1.43 ,,0.05 ,,$59.07 ,,2.2 ,,$26.95 ,,$0.00 ,,,"$70,598 ",,"$1,331,334 ",,"49,396 ",,"22,537 ",,0 ,,"606,806 ",,No,,,,,,
"City of Mobile, dba: THE WAVE TRANSIT SYSTEM",Mobile,AL,4043,40043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"326,183 ",45,DR,DO,25,,$2.33 ,,0.07 ,,$59.67 ,,1.9 ,,$32.20 ,,$4.02 ,,,"$205,127 ",,"$2,838,582 ",,"88,149 ",,"47,570 ",,"706,514 ",,"716,910 ",,No,,,,,,
"Southeast Vermont Transit, Inc",Wilmington,VT,1R06-005,1R06-10144,Private-Non-Profit Corporation,Rural Reporter,0 ,45,MB,DO,23,,$0.15 ,,0.02 ,,$79.78 ,,10.4 ,,$7.71 ,,$0.00 ,,,"$57,158 ",,"$3,014,651 ",,"391,107 ",,"37,788 ",,0 ,,"670,834 ",,No,,,,,,
"City of Mobile, dba: THE WAVE TRANSIT SYSTEM",Mobile,AL,4043,40043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"326,183 ",45,MB,DO,20,,$0.74 ,,0.09 ,,$92.73 ,,10.7 ,,$8.65 ,,$1.31 ,,,"$625,221 ",,"$7,350,340 ",,"849,876 ",,"79,264 ",,"5,617,680 ",,"1,003,561 ",,No,,,,,,
"OCCK, Inc.",Salina,KS,7R02-033,7R02-70145,Private-Non-Profit Corporation,Rural Reporter,0 ,45,MB,DO,18,,$0.58 ,,0.09 ,,$53.46 ,,8.2 ,,$6.52 ,,$0.00 ,,,"$162,185 ",,"$1,810,231 ",,"277,631 ",,"33,864 ",,0 ,,"551,575 ",,No,,,,,,
"Southeast Vermont Transit, Inc",Wilmington,VT,1R06-005,1R06-10144,Private-Non-Profit Corporation,Rural Reporter,0 ,45,DR,DO,18,,$0.12 ,,0.00 ,,$46.75 ,,1.6 ,,$30.12 ,,$0.00 ,,,"$3,267 ",,"$809,913 ",,"26,886 ",,"17,324 ",,0 ,,"599,416 ",,No,,,,,,
Kern Regional Transit,Bakersfield,CA,9R02-037,9R02-91059,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,45,DR,PT,15,,$0.90 ,,0.02 ,,$110.16 ,,2.4 ,,$45.84 ,,$0.00 ,,,"$77,129 ",,"$3,908,449 ",,"85,257 ",,"35,481 ",,0 ,,"331,815 ",,No,,,,,,
Kanawha Valley Regional Transportation Authority,Charleston,WV,3001,30001,Independent Public Agency or Authority of Transit Service,Full Reporter,"153,199 ",45,DR,DO,10,,$2.68 ,,0.05 ,,$58.47 ,,1.2 ,,$49.70 ,,$4.75 ,,,"$51,628 ",,"$957,212 ",,"19,259 ",,"16,372 ",,"201,432 ",,"199,911 ",,No,,,,,,
Eastern Sierra Transit Authority,Bishop,CA,9R02-098,9R02-91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,44,CB,DO,7,,$5.26 ,,0.20 ,,$87.78 ,,3.4 ,,$26.13 ,,$0.00 ,,,"$58,832 ",,"$291,951 ",,"11,175 ",,"3,326 ",,0 ,,"126,070 ",,No,,,,,,
Santee Wateree Regional Transportation Authority,Sumter,SC,4100,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,107 ",44,CB,DO,7,,$0.92 ,,0.03 ,,$94.53 ,,3.6 ,,$26.37 ,,$0.57 ,,,"$10,983 ",,"$314,486 ",,"11,928 ",,"3,327 ",,"553,459 ",,"92,462 ",,No,,,,,,
"Western Maine Transportation Services, Inc.",Auburn,ME,1098,10098,Independent Public Agency or Authority of Transit Service,Full Reporter,"59,397 ",44,CB,DO,6,,$2.11 ,,0.07 ,,$64.04 ,,2.2 ,,$29.53 ,,$0.64 ,,,"$20,965 ",,"$293,762 ",,"9,947 ",,"4,587 ",,"456,779 ",,"113,758 ",,No,,,,,,
"Baldwin County Commission, dba: Baldwin Regional Area Transit System",Robertsdale,AL,4R01-005,40928,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"57,383 ",44,DR,DO,44,,$3.96 ,,0.19 ,,$108.72 ,,5.2 ,,$20.88 ,,$1.27 ,,,"$530,100 ",,"$2,793,353 ",,"133,765 ",,"25,694 ",,"2,204,812 ",,"446,470 ",,No,,,,,,
"Senior Citizens United Community Services of Camden County, Inc.",Audubon,NJ,2204,20204,Private-Non-Profit Corporation,Full Reporter,"5,441,567 ",44,DR,DO,44,,$0.07 ,,0.00 ,,$53.12 ,,2.3 ,,$23.43 ,,$4.10 ,,,"$10,827 ",,"$3,775,774 ",,"161,141 ",,"71,080 ",,"920,080 ",,"792,885 ",,No,,,,,,
"Staten Island Rapid Transit Operating Authority, dba:  MTA Staten Island Railway",Staten Island,NY,2099,20099,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ",44,HR,DO,44,,$1.10 ,,0.15 ,,$338.12 ,,45.4 ,,$7.45 ,,$1.20 ,,,"$8,485,089 ",,"$57,623,801 ",,"7,731,849 ",,"170,424 ",,"48,222,657 ",,"2,545,007 ",,No,,,,,,
"Shelby County Government, dba: Memphis Area Rideshare Program",Memphis,TN,,40247,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,060,061 ",44,VP,PT,44,,$5.47 ,,0.60 ,,$43.86 ,,4.8 ,,$9.13 ,,$0.40 ,,,"$366,569 ",,"$612,056 ",,"67,045 ",,"13,955 ",,"1,549,081 ",,"407,640 ",,No,,,,,,
"Seniors' Resource Center, Inc",Denver,CO,8R01-014,80292,Private-Non-Profit Corporation,Reduced Reporter,"2,374,203 ",44,DR,DO,43,,$0.00 ,,0.00 ,,$14.36 ,,0.6 ,,$25.85 ,,$0.00 ,,,$0 ,,"$3,324,735 ",,"128,604 ",,"231,487 ",,0 ,,"1,645,137 ",,No,,,,,,
"South Plains Community Action Association, Inc.",Levelland ,TX,6R05-035,6R05-60159,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,44,DR,DO,41,,$1.69 ,,0.07 ,,$70.10 ,,2.8 ,,$25.17 ,,$0.00 ,,,"$196,654 ",,"$2,930,190 ",,"116,394 ",,"41,803 ",,0 ,,"1,117,191 ",,No,,,,,,
"South Plains Community Action Association, Inc.",Levelland ,TX,6R05-035,6R05-60159,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,44,CB,DO,3,,$0.00 ,,0.00 ,,$46.41 ,,10.1 ,,$4.61 ,,$0.00 ,,,$0 ,,"$118,440 ",,"25,669 ",,"2,552 ",,0 ,,"96,534 ",,No,,,,,,
Santee Wateree Regional Transportation Authority,Sumter,SC,4100,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,107 ",44,DR,DO,26,,$7.30 ,,0.19 ,,$111.11 ,,2.9 ,,$38.03 ,,$4.24 ,,,"$159,224 ",,"$829,452 ",,"21,808 ",,"7,465 ",,"195,604 ",,"105,511 ",,No,,,,,,
Eastern Sierra Transit Authority,Bishop,CA,9R02-098,9R02-91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,44,MB,DO,26,,$0.68 ,,0.24 ,,$80.11 ,,28.4 ,,$2.82 ,,$0.00 ,,,"$714,868 ",,"$2,979,202 ",,"1,054,667 ",,"37,190 ",,0 ,,"652,736 ",,No,,,,,,
