State,Name,ID,Org Type,SSW,Urbanized Area,UZA Population,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Unlinked Passenger Trips,,Passenger Miles,,,
CO,Pueblo Transit System(PT),8007,City,N,"Pueblo, CO","136,550",DR,PT, 11 , 13 ,, -   ,, 323.4 ,, 307.9 ,, 23.3 ,, 22.3 ,, 56.4 ,, 307.1 ,,,
CO,Pueblo Transit System(PT),8007,City,N,"Pueblo, CO","136,550",MB,DO, 14 , 19 ,, 550.1 ,, 554.3 ,, 540.6 ,, 40.0 ,, 39.2 ,, 995.6 ,," 2,996.7 ",,,
CO,Pueblo Transit System(PT),8007,City,N,"Pueblo, CO","136,550",Total,, 25 , 32 ,, 550.1 ,, 877.7 ,, 848.5 ,, 63.2 ,, 61.5 ,," 1,052.0 ",," 3,303.8 ",,,
CO,Transfort,8011,City,N,"Fort Collins, CO","264,465",MB,DO, 26 , 34 ,, 979.4 ,," 1,096.2 ",," 1,004.0 ",, 81.1 ,, 77.1 ,," 2,214.9 ",," 7,211.9 ",,,
CO,Transfort,8011,City,N,"Fort Collins, CO","264,465",DT,PT, 8 , 8 ,, -   ,, 154.5 ,, 154.5 ,, 17.8 ,, 17.8 ,, 34.1 ,, 154.5 ,,,
CO,Transfort,8011,City,N,"Fort Collins, CO","264,465",MB,PT, 4 , 4 ,, 30.0 ,, 36.0 ,, 30.0 ,, 1.9 ,, 1.6 ,, 21.1 ,, 30.8 ,,,
CO,Transfort,8011,City,N,"Fort Collins, CO","264,465",Total,, 38 , 46 ,," 1,009.4 ",," 1,286.7 ",," 1,188.5 ",, 100.8 ,, 96.5 ,," 2,270.1 ",," 7,397.2 ",,,
CO,"vRide, Inc. - Denver",8109,Contractor,N,"Denver-Aurora, CO","2,374,203",VP,DO, 107 , 133 ,, -   ,," 1,849.6 ",," 1,849.6 ",, 40.3 ,, 40.3 ,, 201.5 ,," 6,751.8 ",,,
CO,"vRide, Inc. - Denver",8109,Contractor,N,"Denver-Aurora, CO","2,374,203",Total,, 107 , 133 ,, -   ,," 1,849.6 ",," 1,849.6 ",, 40.3 ,, 40.3 ,, 201.5 ,," 6,751.8 ",,,
CT,Connecticut Department of Transportation - CTTRANSIT - Hartford Division(CTTransit),1048,State Government,N,"Hartford, CT","924,859",MB,DO, 196 , 246 ,," 6,399.7 ",," 7,217.1 ",," 6,395.4 ",, 544.9 ,, 501.5 ,," 14,429.5 ",," 54,834.6 ",,,
CT,Connecticut Department of Transportation - CTTRANSIT - Hartford Division(CTTransit),1048,State Government,N,"Hartford, CT","924,859",Total,, 196 , 246 ,," 6,399.7 ",," 7,217.1 ",," 6,395.4 ",, 544.9 ,, 501.5 ,," 14,429.5 ",," 54,834.6 ",,,
CT,Connecticut Department of Transportation - CTTransit New Britain -Dattco.(CDOT CTTransit DATTCO),1045,Subsidiary,N,"Hartford, CT","924,859",MB,PT, 5 , 6 ,, 161.5 ,, 172.5 ,, 161.5 ,, 13.0 ,, 12.5 ,, 193.8 ,, 943.7 ,,,
CT,Connecticut Department of Transportation - CTTransit New Britain -Dattco.(CDOT CTTransit DATTCO),1045,Subsidiary,N,"Hartford, CT","924,859",CB,PT, 13 , 14 ,, 225.8 ,, 452.9 ,, 223.4 ,, 20.7 ,, 9.5 ,, 161.9 ,," 3,906.9 ",,,
CT,Connecticut Department of Transportation - CTTransit New Britain -Dattco.(CDOT CTTransit DATTCO),1045,Subsidiary,N,"Hartford, CT","924,859",Total,, 18 , 20 ,, 387.3 ,, 625.4 ,, 384.9 ,, 33.7 ,, 21.9 ,, 355.7 ,," 4,850.6 ",,,
CT,Connecticut Department of Transportation - CTTRANSIT New Haven Division(CTTRANSIT),1055,State Government,N,"New Haven, CT","562,839",MB,DO, 98 , 120 ,," 3,613.7 ",," 3,957.7 ",," 3,610.2 ",, 346.9 ,, 325.4 ,," 9,562.3 ",," 28,906.4 ",,,
CT,Connecticut Department of Transportation - CTTRANSIT New Haven Division(CTTRANSIT),1055,State Government,N,"New Haven, CT","562,839",Total,, 98 , 120 ,," 3,613.7 ",," 3,957.7 ",," 3,610.2 ",, 346.9 ,, 325.4 ,," 9,562.3 ",," 28,906.4 ",,,
CT,Connecticut Department of Transportation - CTTRANSIT Stamford Division(CTTransit),1056,State Government,N,"Bridgeport-Stamford, CT-NY","923,311",MB,DO, 43 , 52 ,," 1,475.6 ",," 1,531.1 ",," 1,474.5 ",, 135.2 ,, 131.5 ,," 3,450.8 ",," 12,747.3 ",,,
CT,Connecticut Department of Transportation - CTTRANSIT Stamford Division(CTTransit),1056,State Government,N,"Bridgeport-Stamford, CT-NY","923,311",Total,, 43 , 52 ,," 1,475.6 ",," 1,531.1 ",," 1,474.5 ",, 135.2 ,, 131.5 ,," 3,450.8 ",," 12,747.3 ",,,
CT,Connecticut Department of Transportation -CTTRANSIT New Britain,1130,Subsidiary,N,"Hartford, CT","924,859",MB,PT, 11 , 15 ,, 591.5 ,, 643.4 ,, 587.2 ,, 43.5 ,, 39.9 ,, 819.4 ,," 5,211.4 ",,,
CT,Connecticut Department of Transportation -CTTRANSIT New Britain,1130,Subsidiary,N,"Hartford, CT","924,859",Total,, 11 , 15 ,, 591.5 ,, 643.4 ,, 587.2 ,, 43.5 ,, 39.9 ,, 819.4 ,," 5,211.4 ",,,
CT,Connecticut Department of Transportation- CTTransit Waterbury- NET,1128,Subsidiary,N,"Waterbury, CT","194,535",DR,PT, 34 , 43 ,, -   ,, 857.1 ,, 711.1 ,, 65.2 ,, 54.6 ,, 91.5 ,, 659.3 ,,,
CT,Connecticut Department of Transportation- CTTransit Waterbury- NET,1128,Subsidiary,N,"Waterbury, CT","194,535",MB,PT, 34 , 40 ,," 1,078.2 ",," 1,210.0 ",," 1,095.9 ",, 95.3 ,, 89.0 ,," 2,542.9 ",," 4,583.8 ",,,
CT,Connecticut Department of Transportation- CTTransit Waterbury- NET,1128,Subsidiary,N,"Waterbury, CT","194,535",Total,, 68 , 83 ,," 1,078.2 ",," 2,067.1 ",," 1,807.0 ",, 160.5 ,, 143.6 ,," 2,634.4 ",," 5,243.1 ",,,
CT,Connecticut Department of Transportation(CDOT),1102,State Government,N,"Hartford, CT","924,859",CB,PT, 15 , 15 ,, 314.6 ,, 554.6 ,, 314.6 ,, 25.2 ,, 11.6 ,, 236.5 ,," 4,337.7 ",,,
CT,Connecticut Department of Transportation(CDOT),1102,State Government,N,"Hartford, CT","924,859",CR,PT, 28 , 47 ,," 1,482.5 ",," 2,008.9 ",," 1,467.6 ",, 41.5 ,, 30.3 ,, 871.5 ,," 20,872.2 ",,,
CT,Connecticut Department of Transportation(CDOT),1102,State Government,N,"Hartford, CT","924,859",Total,, 43 , 62 ,," 1,797.2 ",," 2,563.5 ",," 1,782.2 ",, 66.7 ,, 41.9 ,," 1,108.0 ",," 25,210.0 ",,,
CT,Greater Bridgeport Transit Authority(GBT),1050,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",MB,DO, 46 , 72 ,," 2,187.7 ",," 2,151.8 ",," 2,070.2 ",, 173.8 ,, 167.7 ,," 5,893.5 ",," 21,032.8 ",,,
CT,Greater Bridgeport Transit Authority(GBT),1050,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",DR,PT, 16 , 24 ,, -   ,, 488.6 ,, 432.7 ,, 37.4 ,, 33.1 ,, 95.7 ,, 617.3 ,,,
CT,Greater Bridgeport Transit Authority(GBT),1050,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",Total,, 62 , 96 ,," 2,187.7 ",," 2,640.3 ",," 2,502.9 ",, 211.2 ,, 200.8 ,," 5,989.2 ",," 21,650.2 ",,,
CT,Greater Hartford Ridesharing Corporation - The Rideshare Company(GHRC),1108,Authority,N,"Hartford, CT","924,859",VP,DO, 227 , 238 ,, -   ,," 4,451.5 ",," 4,451.5 ",, 105.0 ,, 105.0 ,, 682.3 ,," 26,480.7 ",,,
CT,Greater Hartford Ridesharing Corporation - The Rideshare Company(GHRC),1108,Authority,N,"Hartford, CT","924,859",Total,, 227 , 238 ,, -   ,," 4,451.5 ",," 4,451.5 ",, 105.0 ,, 105.0 ,, 682.3 ,," 26,480.7 ",,,
CT,Greater Hartford Transit District(GHTD),1017,Authority,N,"Hartford, CT","924,859",DR,PT, 112 , 132 ,, -   ,," 3,674.6 ",," 2,936.1 ",, 244.2 ,, 203.4 ,, 408.0 ,," 3,260.8 ",,,
CT,Greater Hartford Transit District(GHTD),1017,Authority,N,"Hartford, CT","924,859",Total,, 112 , 132 ,, -   ,," 3,674.6 ",," 2,936.1 ",, 244.2 ,, 203.4 ,, 408.0 ,," 3,260.8 ",,,
CT,Housatonic Area Regional Transit(HARTransit),1051,Authority,N,"Danbury, CT-NY","168,136",MB,DO, 26 , 44 ,, 867.8 ,," 1,127.6 ",, 994.5 ,, 67.1 ,, 60.5 ,, 878.4 ,," 4,743.2 ",,,
CT,Housatonic Area Regional Transit(HARTransit),1051,Authority,N,"Danbury, CT-NY","168,136",DR,DO, 15 , 20 ,, -   ,, 446.6 ,, 409.7 ,, 30.5 ,, 27.9 ,, 62.2 ,, 378.0 ,,,
CT,Housatonic Area Regional Transit(HARTransit),1051,Authority,N,"Danbury, CT-NY","168,136",Total,, 41 , 64 ,, 867.8 ,," 1,574.2 ",," 1,404.1 ",, 97.6 ,, 88.4 ,, 940.6 ,," 5,121.3 ",,,
CT,Middletown Transit District(MTD),1063,Authority,N,"Hartford, CT","924,859",DR,DO, 7 , 10 ,, -   ,, 157.8 ,, 135.8 ,, 15.4 ,, 14.1 ,, 24.8 ,, 140.2 ,,,
CT,Middletown Transit District(MTD),1063,Authority,N,"Hartford, CT","924,859",MB,DO, 7 , 10 ,, 373.2 ,, 383.7 ,, 369.8 ,, 24.9 ,, 24.0 ,, 366.5 ,," 2,093.9 ",,,
CT,Middletown Transit District(MTD),1063,Authority,N,"Hartford, CT","924,859",Total,, 14 , 20 ,, 373.2 ,, 541.5 ,, 505.6 ,, 40.3 ,, 38.1 ,, 391.2 ,," 2,234.1 ",,,
CT,Milford Transit District(MTD),1107,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",MB,DO, 6 , 9 ,, 285.4 ,, 285.8 ,, 281.7 ,, 21.1 ,, 20.7 ,, 399.8 ,," 1,700.1 ",,,
CT,Milford Transit District(MTD),1107,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",DR,DO, 11 , 15 ,, -   ,, 305.0 ,, 283.1 ,, 20.6 ,, 19.4 ,, 60.9 ,, 286.1 ,,,
CT,Milford Transit District(MTD),1107,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",Total,, 17 , 24 ,, 285.4 ,, 590.8 ,, 564.8 ,, 41.7 ,, 40.1 ,, 460.7 ,," 1,986.2 ",,,
CT,Norwalk Transit District,1057,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",MB,PT, 4 , 5 ,, 30.8 ,, 39.4 ,, 30.4 ,, 5.5 ,, 4.6 ,, 42.6 ,, 61.7 ,,,
CT,Norwalk Transit District,1057,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",DR,PT, 24 , 29 ,, -   ,, 364.2 ,, 296.1 ,, 34.8 ,, 27.4 ,, 55.7 ,, 283.0 ,,,
CT,Norwalk Transit District,1057,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",DR,DO, 20 , 25 ,, -   ,, 305.0 ,, 219.2 ,, 34.7 ,, 24.4 ,, 47.7 ,, 213.0 ,,,
CT,Norwalk Transit District,1057,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",MB,DO, 44 , 59 ,," 1,031.0 ",," 1,162.5 ",," 1,018.5 ",, 110.9 ,, 100.2 ,," 1,914.2 ",," 5,589.7 ",,,
CT,Norwalk Transit District,1057,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",Total,, 92 , 118 ,," 1,061.8 ",," 1,871.1 ",," 1,564.2 ",, 185.9 ,, 156.5 ,," 2,060.2 ",," 6,147.5 ",,,
CT,Southeast Area Transit(SEAT),1040,Authority,N,"Norwich-New London, CT-RI","209,190",DR,PT, 3 , 4 ,, -   ,, 64.9 ,, 57.5 ,, 4.1 ,, 3.7 ,, 4.7 ,, 35.1 ,,,
CT,Southeast Area Transit(SEAT),1040,Authority,N,"Norwich-New London, CT-RI","209,190",MB,DO, 19 , 27 ,, 966.4 ,," 1,058.5 ",, 959.5 ,, 67.7 ,, 62.3 ,," 1,160.8 ",," 6,275.9 ",,,
CT,Southeast Area Transit(SEAT),1040,Authority,N,"Norwich-New London, CT-RI","209,190",Total,, 22 , 31 ,, 966.4 ,," 1,123.4 ",," 1,017.0 ",, 71.8 ,, 65.9 ,," 1,165.5 ",," 6,311.0 ",,,
CT,State of Connecticut - CTTransit - Nason - Torrington-Winsted(Nason Partners),1132,For-Profit,Y,"Hartford, CT","924,859",CB,PT, 4 ,,, -   ,, -   ,, 55.6 ,, -   ,, 1.7 ,, 18.8 ,, -   ,,,
CT,State of Connecticut - CTTransit - Nason - Torrington-Winsted(Nason Partners),1132,For-Profit,Y,"Hartford, CT","924,859",Total,, 4 ,,, -   ,, -   ,, 55.6 ,, -   ,, 1.7 ,, 18.8 ,, -   ,,,
CT,The Greater New Haven Transit District(GNHTD),1049,Authority,N,"New Haven, CT","562,839",MB,DO, 2 , 3 ,, 24.0 ,, 23.4 ,, 22.9 ,, 2.0 ,, 2.0 ,, 4.7 ,, 21.7 ,,,
CT,The Greater New Haven Transit District(GNHTD),1049,Authority,N,"New Haven, CT","562,839",DR,DO, 74 , 82 ,, -   ,," 2,190.0 ",," 1,880.5 ",, 147.0 ,, 126.9 ,, 249.1 ,," 2,019.6 ",,,
CT,The Greater New Haven Transit District(GNHTD),1049,Authority,N,"New Haven, CT","562,839",Total,, 76 , 85 ,, 24.0 ,," 2,213.4 ",," 1,903.4 ",, 149.0 ,, 128.9 ,, 253.7 ,," 2,041.2 ",,,
CT,Valley Transit District(VTD),1042,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",DR,DO, 12 , 14 ,, -   ,, 300.4 ,, 272.4 ,, 20.5 ,, 19.6 ,, 79.0 ,, 486.6 ,,,
CT,Valley Transit District(VTD),1042,Authority,N,"Bridgeport-Stamford, CT-NY","923,311",Total,, 12 , 14 ,, -   ,, 300.4 ,, 272.4 ,, 20.5 ,, 19.6 ,, 79.0 ,, 486.6 ,,,
DC,National Capital Region Transportation Planning Board(MWCOG/TPB),3106,MPO,Y,"Washington, DC-VA-MD","4,586,770",VP,PT, 6 ,,, -   ,, -   ,, 60.2 ,, -   ,, 1.5 ,, 12.0 ,, -   ,,,
DC,National Capital Region Transportation Planning Board(MWCOG/TPB),3106,MPO,Y,"Washington, DC-VA-MD","4,586,770",Total,, 6 ,,, -   ,, -   ,, 60.2 ,, -   ,, 1.5 ,, 12.0 ,, -   ,,,
DC,Washington Metropolitan Area Transit Authority(WMATA),3030,Authority,N,"Washington, DC-VA-MD","4,586,770",DT,PT, 294 , 294 ,, -   ,," 1,548.3 ",," 1,548.3 ",, 66.0 ,, 66.0 ,, 102.6 ,," 1,548.3 ",,,
DC,Washington Metropolitan Area Transit Authority(WMATA),3030,Authority,N,"Washington, DC-VA-MD","4,586,770",HR,DO, 878 ," 1,092 ",," 75,503.5 ",," 78,076.4 ",," 75,884.6 ",," 3,258.2 ",," 3,094.6 ",," 273,828.5 ",," 1,552,619.4 ",,,
DC,Washington Metropolitan Area Transit Authority(WMATA),3030,Authority,N,"Washington, DC-VA-MD","4,586,770",MB,PT, 45 , 49 ,," 1,097.4 ",," 1,195.4 ",," 1,087.5 ",, 200.1 ,, 185.4 ,," 5,713.4 ",," 6,826.7 ",,,
DC,Washington Metropolitan Area Transit Authority(WMATA),3030,Authority,N,"Washington, DC-VA-MD","4,586,770",MB,DO," 1,293 "," 1,492 ",," 37,296.8 ",," 49,925.3 ",," 39,176.5 ",," 4,374.4 ",," 3,750.6 ",," 132,064.9 ",," 413,821.5 ",,,
DC,Washington Metropolitan Area Transit Authority(WMATA),3030,Authority,N,"Washington, DC-VA-MD","4,586,770",DR,PT, 552 , 600 ,, -   ,," 20,257.7 ",," 17,364.4 ",," 1,949.9 ",," 1,718.1 ",," 1,930.7 ",," 14,627.7 ",,,
DC,Washington Metropolitan Area Transit Authority(WMATA),3030,Authority,N,"Washington, DC-VA-MD","4,586,770",Total,," 3,062 "," 3,527 ",," 113,897.6 ",," 151,003.1 ",," 135,061.3 ",," 9,848.6 ",," 8,814.7 ",," 413,640.1 ",," 1,989,443.6 ",,,
DE,Delaware Transit Corporation(DTC),3075,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",MB,PT, 17 , 22 ,, 755.5 ,, 901.0 ,, 755.4 ,, 42.2 ,, 38.3 ,, 322.1 ,," 3,818.4 ",,,
DE,Delaware Transit Corporation(DTC),3075,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",DR,DO, 265 , 314 ,, -   ,," 9,960.4 ",," 8,603.5 ",, 530.5 ,, 462.4 ,, 970.5 ,," 12,093.3 ",,,
DE,Delaware Transit Corporation(DTC),3075,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",DR,PT, 6 , 11 ,, -   ,, 223.8 ,, 223.8 ,, 16.1 ,, 16.1 ,, 36.2 ,, 438.0 ,,,
DE,Delaware Transit Corporation(DTC),3075,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",MB,DO, 170 , 202 ,," 6,001.0 ",," 6,493.5 ",," 6,040.5 ",, 431.0 ,, 402.3 ,," 9,866.5 ",," 61,200.2 ",,,
DE,Delaware Transit Corporation(DTC),3075,Authority,N,"Philadelphia, PA-NJ-DE-MD","5,441,567",Total,, 458 , 549 ,," 6,756.5 ",," 17,578.7 ",," 15,623.2 ",," 1,019.8 ",, 919.2 ,," 11,195.3 ",," 77,549.9 ",,,
FL,Bay County Transportation Planning Organization(BTT),4185,MPO,N,"Panama City, FL","143,280",MB,PT, 11 , 27 ,, 573.6 ,, 643.9 ,, 573.6 ,, 42.9 ,, 40.5 ,, 721.8 ,," 3,862.5 ",,,
FL,Bay County Transportation Planning Organization(BTT),4185,MPO,N,"Panama City, FL","143,280",Total,, 11 , 27 ,, 573.6 ,, 643.9 ,, 573.6 ,, 42.9 ,, 40.5 ,, 721.8 ,," 3,862.5 ",,,
FL,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.(PalmTran)",4037,City,N,"Miami, FL","5,502,379",DR,PT, 190 , 217 ,, -   ,," 6,915.9 ",," 6,135.4 ",, 391.2 ,, 346.7 ,, 686.1 ,," 7,967.2 ",,,
FL,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.(PalmTran)",4037,City,N,"Miami, FL","5,502,379",MB,DO, 123 , 157 ,," 7,136.9 ",," 7,850.8 ",," 7,124.2 ",, 475.9 ,, 411.6 ,," 12,018.2 ",," 74,588.1 ",,,
FL,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.(PalmTran)",4037,City,N,"Miami, FL","5,502,379",DT,PT, 73 , 73 ,, -   ,," 3,172.3 ",," 3,172.3 ",, 191.9 ,, 191.9 ,, 267.8 ,," 4,123.0 ",,,
FL,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.(PalmTran)",4037,City,N,"Miami, FL","5,502,379",Total,, 386 , 447 ,," 7,136.9 ",," 17,939.1 ",," 16,431.9 ",," 1,058.9 ",, 950.2 ,," 12,972.1 ",," 86,678.3 ",,,
FL,Broward County Community Bus Service(BCT),4179,Consolidated,N,"Miami, FL","5,502,379",MB,DO, 13 , 16 ,, 571.0 ,, 559.7 ,, 548.7 ,, 34.3 ,, 33.7 ,, 462.7 ,," 1,983.3 ",,,
FL,Broward County Community Bus Service(BCT),4179,Consolidated,N,"Miami, FL","5,502,379",MB,PT, 50 , 62 ,," 1,782.5 ",," 1,907.9 ",," 1,730.3 ",, 147.1 ,, 137.2 ,," 2,289.3 ",," 8,237.8 ",,,
FL,Broward County Community Bus Service(BCT),4179,Consolidated,N,"Miami, FL","5,502,379",Total,, 63 , 78 ,," 2,353.5 ",," 2,467.6 ",," 2,279.0 ",, 181.5 ,, 170.9 ,," 2,752.0 ",," 10,221.1 ",,,
FL,Broward County Transit Division(BCT),4029,City,N,"Miami, FL","5,502,379",DR,PT, 197 , 215 ,, -   ,," 7,194.7 ",," 6,329.6 ",, 425.4 ,, 380.3 ,, 693.5 ,," 7,199.3 ",,,
FL,Broward County Transit Division(BCT),4029,City,N,"Miami, FL","5,502,379",MB,DO, 261 , 313 ,," 14,174.4 ",," 16,452.1 ",," 14,145.6 ",," 1,095.1 ",," 1,010.6 ",," 37,975.3 ",," 185,311.0 ",,,
FL,Broward County Transit Division(BCT),4029,City,N,"Miami, FL","5,502,379",MB,PT, 4 , 7 ,, 147.6 ,, 199.5 ,, 146.3 ,, 10.7 ,, 8.0 ,, 123.6 ,, 952.7 ,,,
FL,Broward County Transit Division(BCT),4029,City,N,"Miami, FL","5,502,379",Total,, 462 , 535 ,," 14,322.1 ",," 23,846.3 ",," 20,621.5 ",," 1,531.2 ",," 1,399.0 ",," 38,792.4 ",," 193,463.0 ",,,
FL,Central Florida Regional Transportation Authority(LYNX),4035,Authority,N,"Orlando, FL","1,510,516",MB,PT, 14 , 14 ,, 722.7 ,, 802.8 ,, 555.7 ,, 49.5 ,, 38.2 ,, 145.1 ,," 1,235.0 ",,,
FL,Central Florida Regional Transportation Authority(LYNX),4035,Authority,N,"Orlando, FL","1,510,516",RB,DO, 7 , 9 ,, 140.2 ,, 169.3 ,, 140.2 ,, 29.2 ,, 26.8 ,, 844.5 ,, 615.8 ,,,
FL,Central Florida Regional Transportation Authority(LYNX),4035,Authority,N,"Orlando, FL","1,510,516",MB,DO, 226 , 285 ,," 14,274.9 ",," 15,889.2 ",," 14,328.5 ",," 1,097.2 ",," 1,025.6 ",," 27,846.6 ",," 146,407.1 ",,,
FL,Central Florida Regional Transportation Authority(LYNX),4035,Authority,N,"Orlando, FL","1,510,516",VP,PT, 88 , 110 ,, -   ,," 1,554.7 ",," 1,554.7 ",, 42.9 ,, 42.9 ,, 246.7 ,," 9,225.2 ",,,
FL,Central Florida Regional Transportation Authority(LYNX),4035,Authority,N,"Orlando, FL","1,510,516",DR,PT, 236 , 240 ,, -   ,," 10,131.5 ",," 8,903.6 ",, 624.1 ,, 559.9 ,, 770.1 ,," 9,816.5 ",,,
FL,Central Florida Regional Transportation Authority(LYNX),4035,Authority,N,"Orlando, FL","1,510,516",Total,, 571 , 658 ,," 15,137.8 ",," 28,547.5 ",," 25,482.7 ",," 1,843.0 ",," 1,693.4 ",," 29,853.1 ",," 167,299.7 ",,,
FL,Charlotte County Transit Division,4129,City,N,"North Port-Port Charlotte, FL","169,541",VP,DO, 8 , 8 ,, -   ,, 94.4 ,, 94.4 ,, 2.7 ,, 2.7 ,, 19.8 ,, 330.3 ,,,
FL,Charlotte County Transit Division,4129,City,N,"North Port-Port Charlotte, FL","169,541",DT,PT, 3 , 3 ,, -   ,, 88.1 ,, 88.1 ,, 3.2 ,, 3.2 ,, 3.2 ,, 88.1 ,,,
FL,Charlotte County Transit Division,4129,City,N,"North Port-Port Charlotte, FL","169,541",DR,PT, 25 , 39 ,, -   ,," 1,007.0 ",, 810.1 ,, 58.8 ,, 51.2 ,, 118.0 ,," 1,059.0 ",,,
FL,Charlotte County Transit Division,4129,City,N,"North Port-Port Charlotte, FL","169,541",Total,, 36 , 50 ,, -   ,," 1,189.5 ",, 992.7 ,, 64.6 ,, 57.0 ,, 141.0 ,," 1,477.5 ",,,
FL,"City of Ocala, Florida(SunTran)",4120,City,N,"Ocala, FL","156,909",MB,PT, 6 , 9 ,, 439.7 ,, 456.9 ,, 433.7 ,, 28.6 ,, 27.8 ,, 422.5 ,," 2,156.1 ",,,
FL,"City of Ocala, Florida(SunTran)",4120,City,N,"Ocala, FL","156,909",DR,PT, 2 , 2 ,, -   ,, 88.1 ,, 77.5 ,, 7.6 ,, 6.7 ,, 17.3 ,, 94.9 ,,,
FL,"City of Ocala, Florida(SunTran)",4120,City,N,"Ocala, FL","156,909",Total,, 8 , 11 ,, 439.7 ,, 545.0 ,, 511.3 ,, 36.2 ,, 34.5 ,, 439.8 ,," 2,251.0 ",,,
FL,City of Tallahassee(StarMetro),4036,City,N,"Tallahassee, FL","240,223",DR,DO, 15 , 19 ,, -   ,, 569.3 ,, 498.6 ,, 39.6 ,, 34.9 ,, 86.5 ,, 575.1 ,,,
FL,City of Tallahassee(StarMetro),4036,City,N,"Tallahassee, FL","240,223",MB,DO, 58 , 73 ,," 2,226.4 ",," 2,258.7 ",," 2,190.5 ",, 225.0 ,, 220.0 ,," 4,432.1 ",," 13,724.5 ",,,
FL,City of Tallahassee(StarMetro),4036,City,N,"Tallahassee, FL","240,223",Total,, 73 , 92 ,," 2,226.4 ",," 2,828.0 ",," 2,689.1 ",, 264.6 ,, 254.8 ,," 4,518.7 ",," 14,299.6 ",,,
FL,Collier Area Transit(CAT),4140,City,N,"Bonita Springs, FL","310,298",MB,PT, 16 , 23 ,," 1,226.2 ",," 1,295.2 ",," 1,226.2 ",, 68.9 ,, 67.0 ,," 1,361.3 ",," 11,434.9 ",,,
FL,Collier Area Transit(CAT),4140,City,N,"Bonita Springs, FL","310,298",DR,PT, 23 , 24 ,, -   ,," 1,115.7 ",, 950.6 ,, 59.5 ,, 51.3 ,, 87.3 ,," 1,017.0 ",,,
FL,Collier Area Transit(CAT),4140,City,N,"Bonita Springs, FL","310,298",Total,, 39 , 47 ,," 1,226.2 ",," 2,410.9 ",," 2,176.8 ",, 128.4 ,, 118.3 ,," 1,448.6 ",," 12,451.8 ",,,
FL,"Council on Aging of St. Lucie, Inc.(CT)",4097,Contractor,N,"Port St. Lucie, FL","376,047",MB,DO, 8 , 12 ,, 315.0 ,, 326.5 ,, 313.5 ,, 22.6 ,, 22.1 ,, 170.1 ,," 2,040.5 ",,,
FL,"Council on Aging of St. Lucie, Inc.(CT)",4097,Contractor,N,"Port St. Lucie, FL","376,047",DR,DO, 24 , 39 ,, -   ,, 537.8 ,, 476.8 ,, 34.4 ,, 30.8 ,, 103.7 ,, 499.2 ,,,
FL,"Council on Aging of St. Lucie, Inc.(CT)",4097,Contractor,N,"Port St. Lucie, FL","376,047",Total,, 32 , 51 ,, 315.0 ,, 864.3 ,, 790.3 ,, 57.0 ,, 52.9 ,, 273.8 ,," 2,539.7 ",,,
FL,"County of Volusia, dba: VOTRAN(Votran)",4032,City,N,"Palm Coast-Daytona Beach-Port Orange, FL","349,064",DR,DO, 37 , 52 ,, -   ,," 1,465.6 ",," 1,299.4 ",, 94.0 ,, 82.6 ,, 164.5 ,," 1,448.8 ",,,
FL,"County of Volusia, dba: VOTRAN(Votran)",4032,City,N,"Palm Coast-Daytona Beach-Port Orange, FL","349,064",VP,DO, 9 , 22 ,, -   ,, 156.6 ,, 156.6 ,, 3.6 ,, 3.6 ,, 20.6 ,," 1,042.9 ",,,
FL,"County of Volusia, dba: VOTRAN(Votran)",4032,City,N,"Palm Coast-Daytona Beach-Port Orange, FL","349,064",DR,PT, 23 , 25 ,, -   ,, 964.8 ,, 964.8 ,, 64.3 ,, 64.3 ,, 100.9 ,, 777.6 ,,,
FL,"County of Volusia, dba: VOTRAN(Votran)",4032,City,N,"Palm Coast-Daytona Beach-Port Orange, FL","349,064",MB,DO, 48 , 52 ,," 2,400.1 ",," 2,563.1 ",," 2,423.3 ",, 161.7 ,, 155.4 ,," 3,734.1 ",," 14,637.7 ",,,
