State,Name,ID,,Mode,,, Vehicles Available for Maximum Service,Annual Scheduled Vehicle Revenue Miles,Annual Vehicle Miles, Annual Vehicle Revenue Miles,Annual Vehicle Hours,Annual Vehicle Revenue Hours,Unlinked Passenger Trips,Passenger Miles
,,2164,E,MB,DO,33,35,541.9 ,587.2 ,539.1 ,18.2 ,17.0 ,401.0 ,"21,451.9 "
NJ,New Jersey Transit Corporation (NJTransit),,,,,,,,,,,,,
,,2080,B,CR,DO,772,862,"49,095.5 ","53,521.2 ","48,850.0 ","1,679.8 ","1,560.3 ","62,961.7 ","1,539,039.5 "
,,2080,B,CR,PT,45,78,"1,383.0 ","1,383.0 ","1,383.0 ",27.1 ,27.1 ,"1,656.6 ","61,210.9 "
,,2080,B,DR,PT,256,256,0.0 ,"8,833.9 ","7,350.8 ",498.1 ,419.2 ,770.0 ,"6,472.8 "
,,2080,B,LR,DO,13,16,584.4 ,591.7 ,584.4 ,50.6 ,47.9 ,"4,590.3 ","12,347.3 "
,,2080,B,LR,PT,14,27,719.8 ,719.8 ,719.8 ,76.0 ,76.0 ,"4,156.2 ","13,538.1 "
,,2080,B,MB,DO,"1,708","2,022","66,992.6 ","84,779.5 ","66,813.5 ","5,315.2 ","4,518.2 ","138,901.5 ","885,671.4 "
,,2080,B,MB,PT,171,186,"6,408.7 ","6,905.6 ","6,380.9 ",476.6 ,450.5 ,"8,656.8 ","36,317.5 "
,,2080,B,VP,PT,174,174,0.0 ,"3,759.6 ","3,759.6 ",101.6 ,101.6 ,655.8 ,"25,247.1 "
,,,Total,,,"3,153","3,621","125,184.0 ","160,494.3 ","135,842.0 ","8,225.1 ","7,200.9 ","222,348.8 ","2,579,844.5 "
NJ,New Jersey Transit Corporation-45 (NJTC-45),,,,,,,,,,,,,
,,2132,E,MB,DO,50,58,"1,179.0 ","1,238.3 ","1,178.5 ",154.1 ,151.3 ,"3,164.2 ","6,617.5 "
NJ,"Olympia Trails Bus Company, Inc. (Coach USA)",,,,,,,,,,,,,
,,2165,E,MB,DO,25,38,"1,353.2 ","1,379.6 ","1,345.5 ",82.5 ,80.6 ,636.2 ,"12,700.3 "
NJ,"Orange-Newark-Elizabeth, Inc. (Coach USA)",,,,,,,,,,,,,
,,2166,E,MB,DO,58,72,"2,302.5 ","2,458.0 ","2,278.7 ",264.2 ,250.7 ,"12,677.5 ","40,776.5 "
NJ,Port Authority Trans-Hudson Corporation (PATH),,,,,,,,,,,,,
,,2098,B,FB,PT,15,16,339.2 ,325.2 ,325.2 ,38.1 ,38.1 ,"5,254.1 ","12,775.2 "
,,2098,B,HR,DO,259,259,"12,130.1 ","12,056.6 ","11,416.5 ",790.2 ,610.3 ,"61,030.7 ","254,002.7 "
,,,Total,,,274,275,"12,469.2 ","12,381.8 ","11,741.8 ",828.3 ,648.5 ,"66,284.7 ","266,777.9 "
NJ,Port Authority Transit Corporation (PATCO),,,,,,,,,,,,,
,,2075,A,HR,DO,96,121,"4,171.9 ","4,388.2 ","4,146.2 ",151.3 ,143.0 ,"8,863.9 ","76,419.7 "
NJ,"Rockland Coaches, Inc.",,,,,,,,,,,,,
,,2149,E,MB,DO,94,115,"4,586.6 ","5,644.6 ","4,529.7 ",250.8 ,192.9 ,"4,394.7 ","79,817.7 "
NJ,Suburban Transit Corporation (Coach USA),,,,,,,,,,,,,
,,2128,E,MB,DO,130,139,"6,824.1 ","7,365.8 ","6,791.4 ",377.7 ,352.8 ,"3,679.3 ","131,321.2 "
NJ,Trans-Hudson Express,,,,,,,,,,,,,
,,2168,E,MB,DO,82,110,"3,335.4 ","3,460.5 ","2,773.3 ",348.0 ,299.6 ,"9,019.4 ","55,512.5 "
NM,Las Cruces Area Transit (RoadRunner),,,,,,,,,,,,,
,,6049,A,DR,DO,9,11,0.0 ,177.2 ,138.6 ,17.2 ,14.6 ,50.5 ,165.9 
,,6049,A,MB,DO,9,17,362.4 ,368.6 ,359.3 ,32.1 ,30.7 ,635.3 ,"2,264.4 "
,,,Total,,,18,28,362.4 ,545.8 ,497.9 ,49.3 ,45.2 ,685.8 ,"2,430.3 "
NM,Santa Fe Trails - City of Santa Fe (SFT),,,,,,,,,,,,,
,,6077,B,DR,PT,26,28,0.0 ,652.1 ,331.9 ,55.1 ,25.7 ,92.2 ,489.7 
,,6077,B,MB,DO,20,25,809.7 ,901.3 ,811.7 ,65.9 ,60.9 ,577.7 ,"2,079.7 "
,,,Total,,,46,53,809.7 ,"1,553.4 ","1,143.7 ",121.0 ,86.6 ,669.9 ,"2,569.4 "
NM,Sun Tran of Albuquerque,,,,,,,,,,,,,
,,6019,A,DR,DO,54,50,0.0 ,"1,857.0 ","1,534.4 ",106.7 ,86.6 ,174.0 ,"1,787.1 "
,,6019,A,MB,DO,135,135,"3,997.7 ","4,880.2 ","4,004.3 ",276.1 ,244.5 ,"7,627.9 ","19,621.4 "
,,,Total,,,189,185,"3,997.7 ","6,737.2 ","5,538.7 ",382.8 ,331.1 ,"7,801.9 ","21,408.4 "
NV,Regional Transportation Commission of Southern Nevada (RTC),,,,,,,,,,,,,
,,9045,B,DR,PT,150,177,0.0 ,"6,616.6 ","5,491.2 ",459.2 ,361.7 ,713.1 ,"7,659.2 "
,,9045,B,MB,PT,225,299,"11,078.5 ","12,500.5 ","11,078.0 ","1,203.8 ","1,143.1 ","47,175.9 ","150,545.6 "
,,,Total,,,375,476,"11,078.5 ","19,117.0 ","16,569.2 ","1,663.0 ","1,504.7 ","47,889.0 ","158,204.8 "
NV,Regional Transportation Commission of Washoe County (RTC),,,,,,,,,,,,,
,,9001,B,DR,PT,36,43,0.0 ,"1,552.1 ","1,402.1 ",90.6 ,83.6 ,238.6 ,"1,454.3 "
,,9001,B,MB,DO,51,64,"2,942.5 ","3,087.8 ","2,939.0 ",247.9 ,242.3 ,"7,673.3 ","24,725.5 "
,,9001,B,MB,PT,3,4,199.3 ,208.3 ,199.1 ,8.2 ,7.3 ,48.3 ,0.0 
,,,Total,,,90,111,"3,141.7 ","4,848.2 ","4,540.2 ",346.7 ,333.2 ,"7,960.2 ","26,179.8 "
NY,"Adirondack Transit Lines, Inc, (Adirondack Trailways)",,,,,,,,,,,,,
,,2177,E,MB,DO,24,31,"1,650.7 ","1,886.5 ","1,785.1 ",35.9 ,34.0 ,384.8 ,"26,039.7 "
NY,"American Transit, Inc.",,,,,,,,,,,,,
,,2173,D,DR,DO,199,225,0.0 ,"6,873.9 ","5,336.2 ",607.6 ,513.5 ,564.1 ,"5,857.4 "
NY,Atlantic Express,,,,,,,,,,,,,
,,2180,D,MB,DO,24,24,14.3 ,"1,052.5 ",506.8 ,40.0 ,24.0 ,16.0 ,511.9 
NY,"Atlantic Paratrans of NYC, Inc. (API)",,,,,,,,,,,,,
,,2159,E,DR,DO,226,226,0.0 ,"6,905.0 ","6,309.8 ",810.4 ,749.6 ,656.6 ,"5,427.2 "
NY,Broome County Department of Public Transportation (Broome County),,,,,,,,,,,,,
,,2003,B,DR,DO,5,8,0.0 ,267.3 ,225.2 ,12.7 ,11.0 ,29.1 ,518.3 
,,2003,B,DR,PT,10,12,0.0 ,377.0 ,325.3 ,29.2 ,29.2 ,71.1 ,427.2 
,,2003,B,MB,DO,39,43,"1,540.8 ","1,552.5 ","1,541.5 ",116.5 ,113.5 ,"2,829.2 ","8,232.9 "
,,,Total,,,54,63,"1,540.8 ","2,196.8 ","2,091.9 ",158.4 ,153.7 ,"2,929.4 ","9,178.5 "
NY,Capital District Transportation Authority (CDTA),,,,,,,,,,,,,
,,2002,B,DR,DO,19,48,0.0 ,868.4 ,746.9 ,72.1 ,62.5 ,110.4 ,700.6 
,,2002,B,MB,DO,178,226,"6,047.2 ","6,747.6 ","6,075.6 ",588.8 ,544.2 ,"11,524.2 ","52,450.6 "
,,2002,B,MB,PT,5,7,303.1 ,303.1 ,303.1 ,17.7 ,17.7 ,150.4 ,461.4 
,,,Total,,,202,281,"6,350.2 ","7,919.0 ","7,125.6 ",678.5 ,624.4 ,"11,784.9 ","53,612.6 "
NY,"Centro of Cayuga, Inc. (Centro of Cayuga)",,,,,,,,,,,,,
,,2116,A,MB,DO,13,15,593.0 ,614.7 ,593.0 ,32.1 ,29.7 ,483.7 ,"4,569.9 "
NY,"Centro of Oswego, Inc.",,,,,,,,,,,,,
,,2172,A,MB,DO,14,16,510.7 ,557.0 ,510.7 ,41.2 ,38.1 ,490.9 ,"2,460.2 "
NY,Chemung County Transit System (CCTS),,,,,,,,,,,,,
,,2005,B,DR,PT,9,9,0.0 ,279.1 ,279.1 ,16.4 ,16.4 ,64.3 ,305.3 
,,2005,B,MB,PT,22,22,"1,259.3 ","1,280.7 ","1,259.3 ",59.8 ,57.4 ,548.1 ,"2,603.4 "
,,,Total,,,31,31,"1,259.3 ","1,559.8 ","1,538.3 ",76.2 ,73.8 ,612.4 ,"2,908.7 "
NY,City of Long Beach,,,,,,,,,,,,,
,,2006,A,DR,DO,2,2,0.0 ,21.7 ,7.8 ,5.9 ,5.6 ,6.9 ,7.8 
,,2006,A,MB,DO,9,12,193.7 ,200.3 ,193.6 ,24.6 ,24.2 ,455.2 ,848.1 
,,,Total,,,11,14,193.7 ,222.0 ,201.4 ,30.5 ,29.8 ,462.1 ,856.0 
NY,City of Poughkeepsie,,,,,,,,,,,,,
,,2009,A,MB,DO,6,11,193.2 ,198.2 ,192.2 ,18.4 ,16.9 ,336.3 ,976.9 
NY,Clarkstown Mini-Trans,,,,,,,,,,,,,
,,2085,A,MB,DO,5,8,331.2 ,351.7 ,329.2 ,19.3 ,18.6 ,167.1 ,835.3 
NY,"CNY Centro, Inc. (CNY Centro Inc)",,,,,,,,,,,,,
,,2018,A,DR,DO,12,14,0.0 ,324.8 ,291.4 ,26.7 ,25.1 ,59.5 ,402.0 
,,2018,A,DR,PT,24,24,0.0 ,324.2 ,280.8 ,27.9 ,25.6 ,30.4 ,280.8 
,,2018,A,MB,DO,133,154,"3,365.8 ","3,705.3 ","3,365.8 ",314.6 ,285.5 ,"9,305.8 ","25,978.0 "
,,,Total,,,169,192,"3,365.8 ","4,354.4 ","3,938.1 ",369.2 ,336.1 ,"9,395.8 ","26,660.8 "
NY,Dutchess County Division of Mass Transportation (Loop Bus),,,,,,,,,,,,,
,,2010,A,DR,DO,20,26,0.0 ,452.1 ,370.4 ,27.9 ,20.5 ,104.8 ,872.5 
,,2010,A,MB,DO,26,28,"1,082.9 ","1,292.3 ","1,084.3 ",64.4 ,48.9 ,919.9 ,"10,521.1 "
,,,Total,,,46,54,"1,082.9 ","1,744.3 ","1,454.8 ",92.3 ,69.4 ,"1,024.6 ","11,393.6 "
NY,Greater Glens Falls Transit System,,,,,,,,,,,,,
,,2120,A,DR,DO,1,2,0.0 ,22.3 ,17.2 ,2.5 ,2.3 ,2.9 ,8.8 
,,2120,A,MB,DO,10,10,267.7 ,297.3 ,267.5 ,18.9 ,18.1 ,295.3 ,"1,073.3 "
,,,Total,,,11,12,267.7 ,319.6 ,284.7 ,21.3 ,20.4 ,298.2 ,"1,082.2 "
NY,GTJC (Transit Alliance),,,,,,,,,,,,,
,,2147,D,MB,PT,580,674,"12,906.3 ","16,167.6 ","12,662.7 ","1,769.2 ","1,399.7 ","72,001.1 ","199,967.4 "
NY,"Hendrick Hudson Bus Lines, Inc.",,,,,,,,,,,,,
,,2179,D,MB,DO,6,8,366.2 ,414.1 ,366.2 ,14.9 ,13.3 ,44.1 ,"2,033.7 "
NY,Huntington Area Rapid Transit (HART),,,,,,,,,,,,,
,,2071,A,DR,DO,6,9,0.0 ,94.0 ,73.1 ,8.0 ,6.1 ,15.2 ,117.1 
,,2071,A,MB,DO,10,13,308.7 ,338.6 ,315.3 ,24.9 ,22.5 ,245.1 ,"1,112.8 "
,,,Total,,,16,22,308.7 ,432.6 ,388.4 ,32.9 ,28.6 ,260.2 ,"1,229.9 "
NY,"Liberty Lines Express, Inc. (LLE)",,,,,,,,,,,,,
,,2117,D,MB,DO,75,86,"2,093.7 ","2,826.9 ","2,080.6 ",229.9 ,195.9 ,"2,432.7 ","26,712.6 "
NY,"Liberty Lines Transit, Inc. (LLT)",,,,,,,,,,,,,
,,2079,D,MB,DO,274,354,"8,114.5 ","10,672.2 ","8,012.0 ",807.0 ,690.9 ,"33,132.4 ","160,404.9 "
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad (MTA-MNCR)",,,,,,,,,,,,,
,,2078,A,CR,DO,901,957,"49,559.7 ","55,759.2 ","48,745.7 ","1,526.8 ","1,368.8 ","72,573.4 ","2,058,434.0 "
,,2078,A,FB,PT,1,1,36.8 ,36.8 ,36.8 ,2.4 ,2.4 ,83.9 ,460.8 
,,2078,A,MB,PT,7,11,78.6 ,116.6 ,89.3 ,19.2 ,17.5 ,276.4 ,133.1 
,,,Total,,,909,969,"49,675.2 ","55,912.6 ","48,871.8 ","1,548.4 ","1,388.7 ","72,933.7 ","2,059,027.9 "
NY,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus (MTA Long Island Bus)",,,,,,,,,,,,,
,,2007,A,DR,DO,80,85,0.0 ,"3,254.2 ","2,803.7 ",233.1 ,203.4 ,309.7 ,"2,673.0 "
,,2007,A,MB,DO,275,327,"9,779.1 ","11,378.2 ","9,866.7 ",905.5 ,799.1 ,"30,040.4 ","154,476.0 "
,,,Total,,,355,412,"9,779.1 ","14,632.4 ","12,670.4 ","1,138.6 ","1,002.5 ","30,350.1 ","157,149.0 "
NY,Monsey New Square Trails Corporation,,,,,,,,,,,,,
,,2135,D,MB,DO,29,29,"1,065.2 ","1,060.9 ","1,060.9 ",44.1 ,44.1 ,472.2 ,"19,358.8 "
NY,MTA Long Island Rail Road (MTA-LIRR),,,,,,,,,,,,,
,,2100,A,CR,DO,969,"1,130","57,649.6 ","63,661.8 ","56,788.2 ","2,197.2 ","1,975.9 ","97,958.0 ","2,147,141.3 "
NY,MTA New York City Transit (NYCT),,,,,,,,,,,,,
,,2008,B,DR,PT,454,512,0.0 ,"15,237.8 ","12,876.2 ","1,237.7 ","1,079.5 ","1,173.6 ","15,573.2 "
,,2008,B,HR,DO,"5,102","6,127","347,139.3 ","344,916.3 ","334,505.3 ","18,968.8 ","18,009.5 ","1,701,453.3 ","7,820,491.8 "
,,2008,B,MB,DO,"3,893","4,539","102,338.8 ","121,255.9 ","103,509.1 ","15,302.7 ","13,172.6 ","911,622.7 ","1,630,755.0 "
,,,Total,,,"9,449","11,178","449,478.1 ","481,410.0 ","450,890.6 ","35,509.2 ","32,261.6 ","2,614,249.6 ","9,466,820.1 "
NY,"New York Bus Tours, Inc., dba: New York Bus Service (NYBS)",,,,,,,,,,,,,
,,2040,D,MB,DO,131,143,"2,848.8 ","3,560.2 ","2,703.7 ",301.8 ,250.3 ,"3,620.2 ","42,024.2 "
NY,New York City Department of Transportation (NYCDOT),,,,,,,,,,,,,
,,2082,B,FB,DO,4,4,172.9 ,173.8 ,172.5 ,16.7 ,16.5 ,"19,245.9 ","99,073.5 "
NY,Newburgh Beacon Bus Corporation,,,,,,,,,,,,,
,,2148,D,DR,DO,3,4,0.0 ,29.7 ,20.4 ,4.0 ,4.3 ,7.1 ,26.2 
,,2148,D,MB,DO,6,7,257.6 ,260.6 ,257.6 ,15.3 ,15.4 ,130.5 ,391.1 
,,,Total,,,9,11,257.6 ,290.4 ,278.0 ,19.3 ,19.6 ,137.7 ,417.3 
NY,Niagara Frontier Transportation Authority (NFT Metro),,,,,,,,,,,,,
,,2004,A,DR,DO,26,36,0.0 ,894.0 ,689.2 ,50.5 ,41.5 ,62.9 ,571.7 
,,2004,A,LR,DO,23,27,756.9 ,772.6 ,761.0 ,71.7 ,69.1 ,"5,857.7 ","14,443.5 "
,,2004,A,MB,DO,262,317,"8,083.4 ","9,697.1 ","8,282.2 ",830.8 ,730.6 ,"18,142.0 ","58,379.2 "
,,,Total,,,311,380,"8,840.3 ","11,363.7 ","9,732.4 ",953.0 ,841.2 ,"24,062.6 ","73,394.5 "
NY,"Private One of New York, LLC, dba: New York Airport Service",,,,,,,,,,,,,
,,2171,D,MB,PT,36,36,"1,491.7 ","1,552.9 ","1,303.5 ",129.9 ,103.7 ,991.7 ,"17,979.8 "
NY,Private Transportation Corporation,,,,,,,,,,,,,
,,2175,D,MB,PT,6,8,222.2 ,223.0 ,214.9 ,15.7 ,15.1 ,494.2 ,"3,566.2 "
NY,Putnam County Transit (PART),,,,,,,,,,,,,
,,2096,B,DR,PT,4,4,0.0 ,114.3 ,79.0 ,4.6 ,3.2 ,8.9 ,79.0 
,,2096,B,MB,PT,6,8,399.2 ,412.0 ,395.2 ,20.6 ,20.0 ,159.4 ,"3,260.1 "
,,,Total,,,10,12,399.2 ,526.2 ,474.3 ,25.2 ,23.2 ,168.3 ,"3,339.1 "
NY,Queens Surface Corporation (QSC),,,,,,,,,,,,,
,,2136,D,MB,DO,257,313,"5,749.2 ","7,844.9 ","5,592.2 ",713.3 ,561.4 ,"25,774.2 ","105,517.8 "
NY,"Regional Transit Service, Inc. and Lift Line, Inc. (R-GRTA)",,,,,,,,,,,,,
,,2113,A,DR,DO,26,37,0.0 ,"1,247.4 ","1,003.2 ",62.9 ,48.7 ,166.9 ,"1,739.0 "
,,2113,A,MB,DO,206,258,"6,652.4 ","6,803.0 ","5,967.5 ",545.9 ,479.2 ,"13,434.3 ","49,181.0 "
,,,Total,,,232,295,"6,652.4 ","8,050.4 ","6,970.7 ",608.8 ,527.9 ,"13,601.2 ","50,920.0 "
NY,Roosevelt Island Operating Corporation (RIOC),,,,,,,,,,,,,
,,2181,A,MB,DO,5,4,182.3 ,182.3 ,182.3 ,8.0 ,8.0 ,"1,141.9 ",350.4 
,,2181,A,TR,DO,2,2,23.2 ,46.5 ,23.2 ,8.0 ,8.0 ,696.0 ,348.0 
,,,Total,,,7,6,205.5 ,228.7 ,205.5 ,15.9 ,15.9 ,"1,837.8 ",698.4 
NY,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway (SIRTOA)",,,,,,,,,,,,,
,,2099,A,HR,DO,44,64,"2,162.5 ","2,360.3 ","2,145.7 ",109.6 ,101.9 ,"3,383.4 ","21,681.9 "
NY,Suffolk County Department of Public Works - Transportation Division (ST),,,,,,,,,,,,,
,,2072,B,DR,PT,37,56,0.0 ,"2,566.8 ","2,170.9 ",160.1 ,142.1 ,148.1 ,"1,809.0 "
,,2072,B,MB,PT,138,175,"7,241.7 ","8,270.5 ","7,218.4 ",430.2 ,371.5 ,"4,670.6 ","66,443.3 "
,,,Total,,,175,231,"7,241.7 ","10,837.3 ","9,389.2 ",590.3 ,513.6 ,"4,818.7 ","68,252.3 "
NY,Tompkins Consolidated Area Transit (TCAT),,,,,,,,,,,,,
,,2145,B,DR,PT,17,26,0.0 ,378.0 ,331.8 ,26.7 ,22.2 ,58.5 ,264.3 
,,2145,B,MB,DO,31,50,"1,234.7 ","1,255.2 ","1,234.7 ",105.9 ,103.8 ,"2,683.5 ","6,308.3 "
,,2145,B,MB,PT,7,10,330.0 ,343.5 ,330.0 ,13.6 ,13.1 ,86.3 ,393.6 
,,,Total,,,55,86,"1,564.7 ","1,976.7 ","1,896.6 ",146.2 ,139.1 ,"2,828.3 ","6,966.3 "
NY,Transport of Rockland (TOR),,,,,,,,,,,,,
,,2084,B,MB,PT,52,60,"2,564.1 ","2,445.8 ","2,079.0 ",126.6 ,107.0 ,"2,221.6 ","16,284.1 "
NY,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens (TRIPS),,,,,,,,,,,,,
,,2086,A,DR,DO,15,19,0.0 ,479.8 ,433.6 ,36.5 ,32.6 ,64.2 ,507.6 
NY,T-Tran,,,,,,,,,,,,,
,,2158,D,DR,DO,9,9,0.0 ,280.1 ,216.2 ,13.1 ,11.5 ,23.0 ,108.9 
,,2158,D,MB,DO,11,11,341.3 ,365.2 ,341.3 ,11.5 ,10.2 ,30.1 ,142.6 
,,,Total,,,20,20,341.3 ,645.4 ,557.5 ,24.6 ,21.7 ,53.2 ,251.4 
NY,Ulster County Area Transit (UCAT),,,,,,,,,,,,,
,,2178,B,MB,DO,13,20,587.9 ,589.3 ,585.6 ,30.2 ,29.7 ,151.6 ,0.0 
,,2178,B,MB,PT,1,1,59.5 ,60.5 ,57.2 ,3.7 ,3.5 ,26.2 ,0.0 
,,,Total,,,14,21,647.4 ,649.8 ,642.8 ,33.8 ,33.2 ,177.8 ,0.0 
NY,Utica Transit Authority (UTA),,,,,,,,,,,,,
,,2021,A,DR,DO,5,7,0.0 ,131.6 ,122.3 ,12.1 ,11.2 ,23.4 ,93.6 
,,2021,A,MB,DO,25,31,925.1 ,963.9 ,925.1 ,79.6 ,76.8 ,"1,096.6 ","3,289.7 "
,,,Total,,,30,38,925.1 ,"1,095.5 ","1,047.4 ",91.7 ,88.0 ,"1,120.0 ","3,383.3 "
NY,Westchester County Department of Transportation (The Bee-Line System),,,,,,,,,,,,,
,,2076,B,DR,PT,52,60,0.0 ,"2,177.5 ","1,820.6 ",137.4 ,121.4 ,183.8 ,"1,747.9 "
,,2076,B,MB,PT,7,13,282.0 ,313.8 ,282.0 ,23.0 ,21.9 ,267.8 ,"1,041.6 "
,,,Total,,,59,73,282.0 ,"2,491.3 ","2,102.7 ",160.4 ,143.3 ,451.6 ,"2,789.4 "
OH,Brunswick Transit Alternative (BTA),,,,,,,,,,,,,
,,5143,B,MB,PT,2,7,132.4 ,133.1 ,132.2 ,7.5 ,7.4 ,19.9 ,134.6 
OH,Butler County Regional Transit Authority (BCRTA),,,,,,,,,,,,,
,,5157,B,MB,DO,5,7,15.0 ,15.9 ,15.0 ,1.5 ,1.3 ,2.6 ,9.3 
OH,Campus Bus Service (CBS),,,,,,,,,,,,,
,,5097,B,MB,DO,12,29,455.6 ,476.3 ,440.7 ,42.3 ,40.2 ,998.4 ,"2,076.6 "
OH,Central Ohio Transit Authority (COTA),,,,,,,,,,,,,
,,5016,B,DR,PT,43,48,0.0 ,"2,425.6 ","1,974.2 ",136.8 ,112.3 ,159.1 ,"1,233.6 "
,,5016,B,MB,DO,247,297,"8,677.8 ","10,436.5 ","8,673.3 ",759.8 ,691.3 ,"15,626.1 ","59,179.3 "
,,,Total,,,290,345,"8,677.8 ","12,862.1 ","10,647.5 ",896.6 ,803.5 ,"15,785.1 ","60,412.9 "
OH,City of Middletown - Middletown Transit System (MTS),,,,,,,,,,,,,
,,5019,A,DR,DO,1,1,0.0 ,30.9 ,30.1 ,3.1 ,2.8 ,7.1 ,44.4 
,,5019,A,MB,DO,4,6,212.7 ,220.8 ,212.7 ,14.2 ,13.9 ,188.5 ,942.4 
,,,Total,,,5,7,212.7 ,251.6 ,242.7 ,17.3 ,16.7 ,195.6 ,986.7 
OH,City of Newark Transit Operations,,,,,,,,,,,,,
,,5138,B,DR,PT,33,33,0.0 ,758.3 ,758.3 ,55.5 ,55.5 ,201.9 ,725.5 
OH,Clermont Transportation Connection (CTC),,,,,,,,,,,,,
,,5166,E,DR,DO,18,20,0.0 ,670.9 ,603.8 ,31.0 ,28.0 ,55.0 ,538.8 
,,5166,E,DR,PT,12,17,0.0 ,465.7 ,382.0 ,25.8 ,18.8 ,35.8 ,149.8 
,,,Total,,,30,37,0.0 ,"1,136.7 ",985.8 ,56.8 ,46.8 ,90.8 ,688.5 
OH,Greater Dayton Regional Transit Authority (GDRTA),,,,,,,,,,,,,
,,5017,A,DR,DO,60,68,0.0 ,"2,575.4 ","2,205.0 ",154.2 ,132.2 ,215.8 ,"1,704.9 "
,,5017,A,MB,DO,121,141,"5,977.5 ","6,306.3 ","5,972.6 ",414.6 ,392.2 ,"8,978.7 ","33,250.6 "
,,5017,A,TB,DO,43,57,"1,616.7 ","1,656.3 ","1,610.2 ",153.4 ,148.7 ,"4,554.7 ","11,018.3 "
,,,Total,,,224,266,"7,594.2 ","10,538.0 ","9,787.8 ",722.1 ,673.0 ,"13,749.3 ","45,973.8 "
OH,Greene County Transit Board (Greene CATS),,,,,,,,,,,,,
,,5165,B,DR,PT,22,26,0.0 ,937.2 ,761.8 ,44.7 ,36.4 ,106.4 ,"1,126.6 "
OH,Laketran,,,,,,,,,,,,,
,,5117,B,DR,DO,65,71,0.0 ,"2,636.0 ","2,288.5 ",134.5 ,117.8 ,301.5 ,"3,383.0 "
,,5117,B,DR,PT,10,17,0.0 ,167.0 ,143.9 ,12.2 ,9.8 ,41.5 ,269.5 
,,5117,B,MB,DO,30,36,801.4 ,"1,043.2 ",801.4 ,56.6 ,45.1 ,563.8 ,"6,458.0 "
,,,Total,,,105,124,801.4 ,"3,846.2 ","3,233.8 ",203.3 ,172.7 ,906.8 ,"10,110.5 "
OH,Lorain County Transit (LCT),,,,,,,,,,,,,
,,5095,B,DR,PT,11,16,0.0 ,490.6 ,434.3 ,28.3 ,24.3 ,55.3 ,363.8 
,,5095,B,MB,PT,18,22,"1,323.0 ","1,413.3 ","1,323.0 ",75.4 ,71.6 ,642.5 ,"4,504.0 "
,,,Total,,,29,38,"1,323.0 ","1,903.9 ","1,757.3 ",103.7 ,96.0 ,697.8 ,"4,867.8 "
OH,Metro Regional Transit Authority (Metro),,,,,,,,,,,,,
,,5010,A,DR,DO,61,67,0.0 ,"1,606.7 ","1,412.6 ",82.9 ,78.3 ,140.4 ,598.8 
,,5010,A,DR,PT,60,90,0.0 ,697.6 ,697.6 ,53.5 ,53.5 ,121.8 ,749.5 
,,5010,A,MB,DO,136,144,"3,486.2 ","3,871.2 ","3,437.4 ",283.7 ,248.3 ,"5,988.5 ","21,941.8 "
,,,Total,,,257,301,"3,486.2 ","6,175.5 ","5,547.6 ",420.0 ,380.0 ,"6,250.7 ","23,290.1 "
OH,Portage Area Regional Transportation Authority (PARTA),,,,,,,,,,,,,
,,5021,A,DR,DO,22,31,0.0 ,819.3 ,516.0 ,57.8 ,43.5 ,106.9 ,"1,149.0 "
,,5021,A,MB,DO,11,13,380.7 ,419.9 ,380.7 ,32.0 ,22.6 ,122.4 ,734.2 
,,,Total,,,33,44,380.7 ,"1,239.3 ",896.8 ,89.8 ,66.1 ,229.3 ,"1,883.2 "
OH,Richland County Transit (RCT),,,,,,,,,,,,,
,,5090,B,DR,PT,7,10,0.0 ,128.5 ,123.4 ,9.7 ,9.4 ,33.7 ,122.9 
,,5090,B,MB,PT,8,11,254.9 ,260.5 ,255.1 ,21.5 ,20.6 ,311.6 ,925.5 
,,,Total,,,15,21,254.9 ,389.0 ,378.6 ,31.2 ,30.0 ,345.3 ,"1,048.4 "
OH,Sandusky Transit System (STS),,,,,,,,,,,,,
,,5164,B,DR,PT,15,23,0.0 ,205.1 ,160.2 ,18.3 ,15.9 ,74.6 ,160.2 
OH,Southwest Ohio Regional Transit Authority (SORTA / Metro),,,,,,,,,,,,,
,,5012,B,DR,PT,48,53,0.0 ,"2,743.4 ","2,404.1 ",166.2 ,130.5 ,271.4 ,"2,820.4 "
,,5012,B,MB,DO,359,432,"11,469.2 ","13,560.2 ","11,511.4 ",957.4 ,875.8 ,"23,872.1 ","129,392.7 "
,,,Total,,,407,485,"11,469.2 ","16,303.6 ","13,915.5 ","1,123.6 ","1,006.2 ","24,143.5 ","132,213.2 "
OH,Springfield City Area Transit (SCAT),,,,,,,,,,,,,
,,5020,A,DR,DO,6,6,0.0 ,78.1 ,68.5 ,7.5 ,6.6 ,18.7 ,67.4 
,,5020,A,MB,DO,14,14,269.3 ,276.4 ,269.3 ,22.4 ,21.8 ,561.1 ,"2,081.5 "
,,,Total,,,20,20,269.3 ,354.4 ,337.8 ,29.9 ,28.4 ,579.8 ,"2,148.9 "
OH,Stark Area Regional Transit Authority (SARTA),,,,,,,,,,,,,
