State,Name,ID,Org / Type,Mode,TOS, VOMS,Service Supplied (in 000's),,,,,,Unlinked Passenger Trips,
NM,Sun Tran of Albuquerque,,,,,,,,,,,,,
,,6019,A,DR,DO,44,54,0.0 ,"1,962.8 ","1,596.1 ",121.7 ,95.7 ,184.2 ,"1,832.9 "
,,6019,A,MB,DO,106,134,"4,295.3 ","4,902.0 ","4,297.3 ",300.7 ,263.6 ,"7,434.8 ","19,745.0 "
,,,Total,,,150,188,"4,295.3 ","6,864.8 ","5,893.4 ",422.4 ,359.3 ,"7,619.1 ","21,577.8 "
NV,Regional Transportation Commission of Southern Nevada (RTC),,,,,,,,,,,,,
,,9045,B,DR,PT,159,204,0.0 ,"6,916.4 ","5,598.3 ",500.8 ,382.9 ,723.2 ,"7,237.3 "
,,9045,B,MB,PT,231,304,"16,731.1 ","17,766.3 ","16,731.1 ","1,261.1 ","1,206.6 ","51,379.6 ","165,229.6 "
,,,Total,,,390,508,"16,731.1 ","24,682.6 ","22,329.4 ","1,762.0 ","1,589.5 ","52,102.9 ","172,466.9 "
NV,Regional Transportation Commission of Washoe County (RTC),,,,,,,,,,,,,
,,9001,B,DR,PT,36,40,0.0 ,"1,532.8 ","1,384.8 ",89.5 ,82.5 ,235.4 ,"1,451.6 "
,,9001,B,MB,DO,52,63,"2,968.7 ","3,113.0 ","2,964.6 ",246.8 ,241.2 ,"8,175.1 ","26,335.3 "
,,9001,B,MB,PT,3,4,248.0 ,257.7 ,247.9 ,10.9 ,10.0 ,54.1 ,0.0 
,,,Total,,,91,107,"3,216.7 ","4,903.6 ","4,597.3 ",347.2 ,333.7 ,"8,464.6 ","27,786.9 "
NY,"Adirondack Transit Lines, Inc, (Adirondack Trailways)",,,,,,,,,,,,,
,,2177,E,MB,DO,80,104,"5,702.2 ","6,762.6 ","6,436.5 ",127.8 ,121.6 ,"1,136.1 ","151,918.7 "
NY,American Transit,,,,,,,,,,,,,
,,2173,D,DR,DO,183,210,0.0 ,"6,300.6 ","4,771.8 ",512.7 ,445.6 ,486.4 ,"5,566.0 "
NY,"Atlantic Paratrans of NYC, Inc. (API)",,,,,,,,,,,,,
,,2159,E,DR,DO,200,200,0.0 ,"6,905.0 ","6,309.8 ",810.4 ,749.6 ,656.6 ,"5,427.2 "
NY,Broome County Department of Public Transportation (Broome County),,,,,,,,,,,,,
,,2003,B,DR,DO,5,8,0.0 ,275.9 ,231.7 ,13.5 ,11.2 ,30.3 ,569.4 
,,2003,B,DR,PT,10,12,0.0 ,351.2 ,297.4 ,29.0 ,26.1 ,64.8 ,388.0 
,,2003,B,MB,DO,39,43,"1,436.6 ","1,489.7 ","1,437.5 ",115.0 ,112.3 ,"2,781.2 ","9,054.8 "
,,,Total,,,54,63,"1,436.6 ","2,116.8 ","1,966.6 ",157.5 ,149.6 ,"2,876.3 ","10,012.2 "
NY,Capital District Transportation Authority (CDTA),,,,,,,,,,,,,
,,2002,B,DR,DO,19,41,0.0 ,825.1 ,825.0 ,59.8 ,59.8 ,98.2 ,709.7 
,,2002,B,MB,DO,187,249,"6,405.2 ","7,194.5 ","6,511.9 ",566.5 ,522.6 ,"11,918.8 ","45,926.4 "
,,2002,B,MB,PT,3,3,184.9 ,184.9 ,184.9 ,11.1 ,11.1 ,82.4 ,243.5 
,,,Total,,,209,293,"6,590.2 ","8,204.5 ","7,521.9 ",637.5 ,593.5 ,"12,099.4 ","46,879.6 "
NY,Central New York Regional Transportation Authority (C.N.Y.R.T.A.),,,,,,,,,,,,,
,,2018,A,DR,DO,14,17,0.0 ,354.9 ,324.4 ,29.3 ,28.0 ,68.1 ,436.8 
,,2018,A,DR,PT,24,24,0.0 ,323.0 ,292.5 ,25.5 ,23.7 ,34.1 ,292.5 
,,2018,A,MB,DO,132,158,"3,175.6 ","3,546.8 ","3,217.2 ",303.1 ,275.6 ,"9,088.7 ","25,337.4 "
,,,Total,,,170,199,"3,175.6 ","4,224.7 ","3,834.1 ",357.9 ,327.3 ,"9,190.9 ","26,066.8 "
NY,"Centro of Cayuga, Inc. (Centro of Cayuga)",,,,,,,,,,,,,
,,2116,A,MB,DO,13,15,555.7 ,603.4 ,581.7 ,30.5 ,28.2 ,482.0 ,"4,518.3 "
NY,"Centro of Oswego, Inc.",,,,,,,,,,,,,
,,2172,A,MB,DO,13,15,498.1 ,552.0 ,506.8 ,38.6 ,35.6 ,486.1 ,"2,435.5 "
NY,Chemung County Transit System (CCTS),,,,,,,,,,,,,
,,2005,B,DR,PT,9,9,0.0 ,267.5 ,267.5 ,17.3 ,17.3 ,67.3 ,319.7 
,,2005,B,MB,PT,22,26,"1,352.5 ","1,377.8 ","1,352.5 ",66.0 ,63.3 ,622.0 ,"2,954.6 "
,,,Total,,,31,35,"1,352.5 ","1,645.3 ","1,620.0 ",83.3 ,80.7 ,689.3 ,"3,274.4 "
NY,City of Long Beach,,,,,,,,,,,,,
,,2006,A,DR,DO,2,2,0.0 ,19.3 ,7.9 ,5.3 ,5.0 ,6.1 ,7.9 
,,2006,A,MB,DO,9,12,187.7 ,192.9 ,187.7 ,23.4 ,23.0 ,462.8 ,845.1 
,,,Total,,,11,14,187.7 ,212.3 ,195.6 ,28.7 ,28.0 ,468.9 ,853.0 
NY,City of Poughkeepsie Transit System,,,,,,,,,,,,,
,,2009,A,MB,DO,6,11,221.5 ,234.1 ,221.5 ,22.7 ,20.5 ,385.1 ,0.0 
NY,Clarkstown Mini-Trans,,,,,,,,,,,,,
,,2085,A,MB,DO,5,10,334.6 ,356.9 ,334.1 ,19.4 ,18.6 ,162.7 ,895.1 
NY,Dutchess County Division of Mass Transportation (Loop Bus),,,,,,,,,,,,,
,,2010,D,DR,DO,20,26,0.0 ,489.6 ,415.1 ,29.3 ,23.7 ,106.8 ,890.0 
,,2010,D,MB,DO,26,28,"1,362.2 ","1,362.3 ","1,201.4 ",67.8 ,55.0 ,938.4 ,"10,735.4 "
,,,Total,,,46,54,"1,362.2 ","1,851.9 ","1,616.5 ",97.1 ,78.7 ,"1,045.2 ","11,625.3 "
NY,Greater Glens Falls Transit System,,,,,,,,,,,,,
,,2120,A,DR,DO,1,2,0.0 ,21.2 ,17.1 ,2.2 ,2.2 ,2.9 ,9.5 
,,2120,A,MB,DO,5,5,271.4 ,296.1 ,271.3 ,18.9 ,18.2 ,284.3 ,"1,264.7 "
,,,Total,,,6,7,271.4 ,317.3 ,288.4 ,21.0 ,20.4 ,287.2 ,"1,274.2 "
NY,GTJC - Transit Alliance,,,,,,,,,,,,,
,,2147,D,MB,DO,602,730,"12,366.2 ","15,945.1 ","12,176.9 ","1,738.4 ","1,343.3 ","74,996.7 ","208,287.1 "
NY,"Hendrick Hudson Bus Lines, Inc.",,,,,,,,,,,,,
,,2179,D,MB,DO,8,8,373.5 ,422.3 ,373.5 ,15.2 ,13.6 ,44.1 ,"2,093.8 "
NY,Huntington Area Rapid Transit (HART),,,,,,,,,,,,,
,,2071,A,DR,DO,6,9,0.0 ,84.0 ,63.8 ,6.9 ,5.3 ,14.4 ,118.3 
,,2071,A,MB,DO,10,13,327.1 ,337.9 ,327.1 ,24.9 ,22.4 ,258.0 ,"1,159.2 "
,,,Total,,,16,22,327.1 ,421.9 ,390.9 ,31.8 ,27.7 ,272.4 ,"1,277.5 "
NY,Ithaca Tompkins Transit (TCAT),,,,,,,,,,,,,
,,2145,B,DR,PT,16,24,0.0 ,362.8 ,329.6 ,25.4 ,22.1 ,58.5 ,264.6 
,,2145,B,MB,DO,30,50,"1,210.1 ","1,266.7 ","1,210.1 ",104.3 ,99.6 ,"2,557.8 ","6,013.0 "
,,2145,B,MB,PT,11,17,339.7 ,340.9 ,339.7 ,13.7 ,13.6 ,109.1 ,497.4 
,,,Total,,,57,91,"1,549.8 ","1,970.4 ","1,879.4 ",143.5 ,135.3 ,"2,725.4 ","6,775.0 "
NY,"Liberty Lines Express, Inc. (LLE)",,,,,,,,,,,,,
,,2117,D,MB,DO,75,86,"2,093.7 ","2,832.8 ","2,085.4 ",230.8 ,196.6 ,"2,641.5 ","28,574.0 "
NY,"Liberty Lines Transit, Inc. (LLT)",,,,,,,,,,,,,
,,2079,D,MB,DO,276,344,"8,190.4 ","10,777.2 ","8,108.7 ",813.5 ,693.7 ,"26,934.8 ","131,153.3 "
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad (MTA-MNCR)",,,,,,,,,,,,,
,,2078,A,CR,DO,875,957,"49,827.2 ","56,426.9 ","49,463.1 ","1,544.4 ","1,382.2 ","73,130.3 ","2,129,537.3 "
,,2078,A,FB,PT,1,1,31.3 ,31.3 ,31.3 ,2.6 ,2.6 ,63.7 ,350.4 
,,2078,A,MB,PT,7,10,80.1 ,117.5 ,89.0 ,19.2 ,17.4 ,267.1 ,161.8 
,,,Total,,,883,968,"49,938.7 ","56,575.8 ","49,583.5 ","1,566.1 ","1,402.1 ","73,461.1 ","2,130,049.5 "
NY,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",,,,,,,,,,,,,
,,2007,A,DR,DO,73,81,0.0 ,"3,088.2 ","2,631.0 ",217.9 ,189.3 ,287.2 ,"2,397.5 "
,,2007,A,MB,DO,270,336,"9,888.0 ","11,502.9 ","9,973.2 ",908.7 ,799.4 ,"30,778.5 ","158,208.6 "
,,,Total,,,343,417,"9,888.0 ","14,591.1 ","12,604.1 ","1,126.6 ",988.6 ,"31,065.6 ","160,606.1 "
NY,Monsey New Square Trails Corporation,,,,,,,,,,,,,
,,2135,D,MB,DO,29,29,990.1 ,990.1 ,990.1 ,40.1 ,40.1 ,490.6 ,"20,112.9 "
NY,MTA Long Island Rail Road (MTA-LIRR),,,,,,,,,,,,,
,,2100,A,CR,DO,957,"1,086","57,736.7 ","65,388.7 ","57,534.6 ","2,268.5 ","2,046.7 ","100,504.0 ","2,094,066.8 "
NY,MTA New York City Transit (NYCT),,,,,,,,,,,,,
,,2008,B,DR,PT,379,443,0.0 ,"14,864.6 ","12,982.8 ","1,192.9 ","1,038.0 ","1,134.0 ","12,982.9 "
,,2008,B,HR,DO,"5,031","6,333","348,534.3 ","343,945.6 ","333,565.9 ","19,242.6 ","18,268.8 ","1,694,026.6 ","7,865,983.1 "
,,2008,B,MB,DO,"3,915","4,486","102,217.9 ","119,061.7 ","102,134.7 ","15,217.8 ","13,151.1 ","976,567.7 ","1,864,387.0 "
,,,Total,,,"9,325","11,262","450,752.2 ","477,871.8 ","448,683.3 ","35,653.3 ","32,457.9 ","2,671,728.3 ","9,743,353.0 "
NY,"New York Bus Tours, Inc., dba: New York Bus Service (NYBS)",,,,,,,,,,,,,
,,2040,D,MB,DO,129,143,"2,854.4 ","3,608.4 ","2,748.0 ",305.6 ,253.5 ,"3,994.9 ","48,867.6 "
NY,New York City Department of Transportation (NYCDOT),,,,,,,,,,,,,
,,2082,B,FB,DO,7,7,171.9 ,172.6 ,171.9 ,16.7 ,16.5 ,"19,000.3 ","99,801.6 "
NY,Newburgh Beacon Bus Corporation,,,,,,,,,,,,,
,,2148,D,DR,DO,3,4,0.0 ,21.8 ,10.8 ,4.0 ,3.2 ,21.8 ,0.0 
,,2148,D,MB,DO,5,7,141.2 ,151.0 ,141.2 ,10.6 ,9.9 ,125.7 ,0.0 
,,,Total,,,8,11,141.2 ,172.7 ,152.0 ,14.6 ,13.1 ,147.5 ,0.0 
NY,Niagara Frontier Transportation Authority (NFT Metro),,,,,,,,,,,,,
,,2004,B,DR,DO,25,36,0.0 ,711.9 ,554.2 ,36.7 ,29.4 ,55.3 ,443.9 
,,2004,B,DR,PT,7,7,0.0 ,36.1 ,36.1 ,4.1 ,4.1 ,5.5 ,36.1 
,,2004,B,LR,DO,23,27,836.8 ,852.5 ,838.4 ,73.4 ,70.7 ,"5,797.4 ","14,157.6 "
,,2004,B,MB,DO,271,317,"8,483.2 ","9,472.9 ","8,153.7 ",827.1 ,728.7 ,"18,661.0 ","59,884.1 "
,,,Total,,,326,387,"9,320.0 ","11,073.5 ","9,582.4 ",941.2 ,832.9 ,"24,519.2 ","74,521.7 "
NY,"Private One of New York, LLC, dba: New York Airport Service",,,,,,,,,,,,,
,,2171,D,MB,PT,36,40,"1,495.8 ","1,548.0 ","1,330.6 ",112.9 ,89.3 ,966.4 ,"17,640.3 "
NY,Private Transportation,,,,,,,,,,,,,
,,2175,D,MB,DO,6,8,209.1 ,214.3 ,204.7 ,14.7 ,14.1 ,517.2 ,"3,827.4 "
NY,"Progressive Transportation Services, Inc. (T-Tran)",,,,,,,,,,,,,
,,2158,D,DR,DO,9,9,0.0 ,321.8 ,268.0 ,14.0 ,12.5 ,25.2 ,119.3 
,,2158,D,MB,DO,11,11,33.5 ,359.0 ,333.5 ,11.2 ,9.9 ,32.6 ,154.5 
,,,Total,,,20,20,33.5 ,680.9 ,601.5 ,25.2 ,22.4 ,57.9 ,273.9 
NY,Putnam County Transit (PART),,,,,,,,,,,,,
,,2096,B,DR,PT,4,4,0.0 ,105.8 ,67.2 ,4.1 ,2.8 ,7.5 ,67.3 
,,2096,B,MB,PT,6,8,407.6 ,421.1 ,403.7 ,20.6 ,20.0 ,213.5 ,"4,367.0 "
,,,Total,,,10,12,407.6 ,526.9 ,470.9 ,24.7 ,22.8 ,221.1 ,"4,434.2 "
NY,Queens Surface Corp. (QSC),,,,,,,,,,,,,
,,2136,D,MB,DO,273,337,"5,057.3 ","7,007.7 ","4,959.4 ",640.9 ,506.6 ,"21,365.7 ","86,546.1 "
NY,"Regional Transit Services, Inc. and Lift Line, Inc. (R-GRTA)",,,,,,,,,,,,,
,,2113,A,DR,DO,26,39,0.0 ,"1,170.3 ",932.1 ,61.2 ,48.6 ,172.6 ,"1,533.0 "
,,2113,A,MB,DO,205,251,"5,722.3 ","6,663.6 ","5,845.5 ",539.1 ,473.4 ,"12,517.4 ","44,904.5 "
,,,Total,,,231,290,"5,722.3 ","7,833.9 ","6,777.6 ",600.3 ,522.0 ,"12,690.0 ","46,437.4 "
NY,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway (SIRTOA)",,,,,,,,,,,,,
,,2099,A,HR,DO,44,64,"2,165.5 ","2,352.3 ","2,148.0 ",109.3 ,102.1 ,"3,618.4 ","23,188.2 "
NY,Suffolk County Department of Public Works - Transportation Division (ST),,,,,,,,,,,,,
,,2072,B,DR,PT,34,52,0.0 ,"2,326.1 ","1,928.6 ",146.1 ,129.1 ,136.5 ,"1,667.5 "
,,2072,B,MB,PT,138,175,"7,245.9 ","8,170.7 ","7,239.7 ",430.6 ,389.5 ,"4,569.5 ","65,047.5 "
,,,Total,,,172,227,"7,245.9 ","10,496.8 ","9,168.3 ",576.7 ,518.6 ,"4,706.0 ","66,715.0 "
NY,Transport of Rockland (TOR),,,,,,,,,,,,,
,,2084,B,MB,PT,47,52,"2,439.7 ","2,326.4 ","1,970.6 ",120.5 ,101.4 ,"2,177.5 ","15,964.3 "
NY,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens (TRIPS),,,,,,,,,,,,,
,,2086,A,DR,DO,15,19,0.0 ,464.2 ,421.7 ,34.9 ,31.4 ,61.7 ,483.4 
NY,Ulster County Area Transit (UCAT),,,,,,,,,,,,,
,,2178,B,MB,DO,13,20,487.4 ,488.3 ,485.5 ,45.2 ,44.9 ,144.9 ,0.0 
,,2178,B,MB,PT,1,1,59.5 ,61.9 ,58.4 ,3.6 ,3.4 ,27.2 ,0.0 
,,,Total,,,14,21,546.9 ,550.3 ,543.9 ,48.7 ,48.3 ,172.1 ,0.0 
NY,Utica Transit Authority (UTA),,,,,,,,,,,,,
,,2021,A,DR,DO,5,7,0.0 ,136.5 ,127.5 ,12.7 ,11.8 ,22.6 ,90.5 
,,2021,A,MB,DO,26,26,943.0 ,982.6 ,943.0 ,79.6 ,77.0 ,"1,149.5 ","3,448.6 "
,,,Total,,,31,33,943.0 ,"1,119.1 ","1,070.6 ",92.3 ,88.8 ,"1,172.2 ","3,539.1 "
NY,Village of Spring Valley Bus,,,,,,,,,,,,,
,,2089,A,MB,DO,2,3,68.7 ,68.3 ,68.0 ,3.7 ,3.5 ,44.9 ,0.0 
NY,Westchester County Department of Transportation (The Bee-Line System),,,,,,,,,,,,,
,,2076,B,DR,PT,54,54,0.0 ,"2,202.2 ","1,882.1 ",140.4 ,124.6 ,189.0 ,"1,797.7 "
,,2076,B,MB,PT,9,13,277.9 ,307.8 ,277.9 ,23.2 ,22.1 ,296.2 ,"1,152.4 "
,,,Total,,,63,67,277.9 ,"2,510.0 ","2,160.0 ",163.6 ,146.7 ,485.3 ,"2,950.0 "
OH,Brunswick Transit Alternative (BTA),,,,,,,,,,,,,
,,5143,B,MB,PT,2,5,132.4 ,133.3 ,132.3 ,7.5 ,7.4 ,20.5 ,138.4 
OH,Butler County Regional Transit Authority (BCRTA),,,,,,,,,,,,,
,,5157,B,DR,DO,27,29,0.0 ,743.0 ,702.0 ,45.1 ,42.8 ,71.1 ,702.0 
,,5157,B,MB,DO,9,13,134.5 ,157.5 ,134.5 ,11.3 ,10.1 ,43.9 ,134.5 
,,,Total,,,36,42,134.5 ,900.5 ,836.5 ,56.4 ,52.9 ,115.0 ,836.5 
OH,Campus Bus Service (CBS),,,,,,,,,,,,,
,,5097,B,MB,DO,12,28,447.5 ,489.5 ,465.3 ,40.5 ,38.6 ,954.3 ,"1,987.5 "
OH,Central Ohio Transit Authority (COTA),,,,,,,,,,,,,
,,5016,B,DR,PT,38,43,0.0 ,"2,300.0 ","1,840.5 ",127.0 ,103.2 ,144.1 ,"1,167.1 "
,,5016,B,MB,DO,250,298,"8,973.6 ","10,841.7 ","8,969.4 ",776.0 ,704.6 ,"16,193.3 ","66,760.0 "
,,,Total,,,288,341,"8,973.6 ","13,141.7 ","10,809.9 ",903.0 ,807.8 ,"16,337.5 ","67,927.2 "
OH,City of Middletown-Middletown Transit System (MTS),,,,,,,,,,,,,
,,5019,A,DR,DO,1,1,0.0 ,29.7 ,29.7 ,2.6 ,2.6 ,7.7 ,46.4 
,,5019,A,MB,DO,4,6,214.9 ,223.4 ,214.9 ,14.4 ,14.0 ,182.6 ,913.1 
,,,Total,,,5,7,214.9 ,253.0 ,244.5 ,16.9 ,16.6 ,190.4 ,959.6 
OH,City of Newark Transit Operations,,,,,,,,,,,,,
,,5138,B,DR,PT,33,33,0.0 ,969.7 ,953.4 ,63.8 ,62.7 ,205.0 ,758.4 
OH,Clermont Transportation Connection (CTC),,,,,,,,,,,,,
,,5166,E,DR,DO,23,23,0.0 ,730.0 ,730.0 ,34.2 ,34.2 ,61.9 ,613.1 
,,5166,E,DR,PT,15,15,0.0 ,410.2 ,410.2 ,22.0 ,22.0 ,8.0 ,0.0 
,,,Total,,,38,38,0.0 ,"1,140.2 ","1,140.2 ",56.2 ,56.2 ,70.0 ,613.1 
OH,Greater Dayton Regional Transit Authority (GDRTA),,,,,,,,,,,,,
,,5017,A,DR,DO,51,67,0.0 ,"2,260.9 ","1,878.1 ",140.7 ,118.9 ,188.2 ,"1,505.2 "
,,5017,A,MB,DO,145,186,"6,336.6 ","6,692.9 ","6,332.2 ",453.5 ,427.0 ,"10,273.4 ","33,716.9 "
,,5017,A,TB,DO,43,57,"1,337.4 ","1,369.9 ","1,335.1 ",126.3 ,122.6 ,"3,177.0 ","7,150.7 "
,,,Total,,,239,310,"7,674.0 ","10,323.7 ","9,545.4 ",720.5 ,668.5 ,"13,638.6 ","42,372.9 "
OH,Greene CATS (Greene CATS),,,,,,,,,,,,,
,,5165,E,DR,PT,20,24,0.0 ,757.6 ,678.2 ,37.7 ,33.7 ,90.5 ,0.0 
OH,Laketran,,,,,,,,,,,,,
,,5117,B,DR,DO,60,65,0.0 ,"2,658.9 ","2,317.0 ",135.0 ,118.1 ,310.8 ,"3,601.4 "
,,5117,B,DR,PT,9,12,0.0 ,191.3 ,168.4 ,13.0 ,10.6 ,43.6 ,225.6 
,,5117,B,MB,DO,30,36,758.7 ,"1,030.3 ",758.7 ,54.7 ,44.4 ,572.4 ,"6,416.9 "
,,,Total,,,99,113,758.7 ,"3,880.4 ","3,244.2 ",202.7 ,173.2 ,926.8 ,"10,243.8 "
OH,Lorain County Transit (LCT),,,,,,,,,,,,,
,,5095,B,DR,PT,10,19,0.0 ,448.4 ,379.5 ,27.8 ,23.6 ,58.1 ,381.8 
,,5095,B,MB,PT,18,23,"1,329.6 ","1,420.4 ","1,329.6 ",76.8 ,73.0 ,534.7 ,"3,746.8 "
,,,Total,,,28,42,"1,329.6 ","1,868.8 ","1,709.1 ",104.6 ,96.6 ,592.8 ,"4,128.6 "
OH,Metro Regional Transit Authority (Metro),,,,,,,,,,,,,
,,5010,A,DR,DO,61,67,0.0 ,"1,289.7 ","1,128.5 ",82.9 ,77.9 ,163.1 ,911.9 
,,5010,A,DR,PT,60,96,0.0 ,896.9 ,896.9 ,67.6 ,67.6 ,159.9 ,832.9 
,,5010,A,MB,DO,136,137,"3,691.9 ","4,320.3 ","3,666.1 ",293.2 ,246.0 ,"6,395.5 ","26,312.9 "
,,,Total,,,257,300,"3,691.9 ","6,506.8 ","5,691.5 ",443.7 ,391.6 ,"6,718.5 ","28,057.7 "
OH,Miami County Board of Commissioners (Miami County BOC),,,,,,,,,,,,,
,,5169,B,DR,DO,16,16,0.0 ,319.0 ,212.0 ,20.6 ,16.0 ,59.5 ,0.0 
OH,Portage Area Regional Transportation Authority (PARTA),,,,,,,,,,,,,
,,5021,A,DR,DO,16,29,0.0 ,673.2 ,542.9 ,35.2 ,31.1 ,101.1 ,923.9 
,,5021,A,MB,DO,8,11,252.5 ,288.5 ,252.5 ,23.9 ,14.4 ,65.8 ,460.3 
,,,Total,,,24,40,252.5 ,961.8 ,795.4 ,59.1 ,45.5 ,166.8 ,"1,384.2 "
OH,Richland County Transit (RCT),,,,,,,,,,,,,
,,5090,B,DR,PT,7,8,0.0 ,168.6 ,162.3 ,10.9 ,10.4 ,44.2 ,118.7 
,,5090,B,MB,PT,8,11,283.1 ,288.6 ,283.6 ,23.9 ,23.3 ,335.0 ,897.1 
,,,Total,,,15,19,283.1 ,457.3 ,445.9 ,34.8 ,33.7 ,379.2 ,"1,015.8 "
OH,Southwest Ohio Regional Transit Authority (SORTA / Metro),,,,,,,,,,,,,
,,5012,B,DR,PT,53,53,0.0 ,"2,946.0 ","2,552.9 ",176.5 ,145.9 ,267.7 ,"2,438.3 "
,,5012,B,MB,DO,358,432,"11,433.8 ","13,484.6 ","11,484.0 ",952.5 ,871.1 ,"24,347.7 ","133,929.9 "
,,,Total,,,411,485,"11,433.8 ","16,430.6 ","14,036.9 ","1,129.0 ","1,017.1 ","24,615.4 ","136,368.2 "
OH,Springfield Bus Company - Springfield Area Transit (SCAT),,,,,,,,,,,,,
,,5020,A,DR,DO,6,6,0.0 ,81.8 ,72.3 ,8.0 ,7.1 ,20.4 ,73.3 
,,5020,A,MB,DO,15,15,279.3 ,286.3 ,279.3 ,23.2 ,22.7 ,605.6 ,"2,246.7 "
,,,Total,,,21,21,279.3 ,368.1 ,351.5 ,31.2 ,29.7 ,625.9 ,"2,320.0 "
OH,Stark Area Regional Transit Authority (SARTA),,,,,,,,,,,,,
,,5011,A,DR,DO,44,44,0.0 ,"1,107.0 ","1,107.0 ",50.8 ,50.8 ,105.8 ,"1,107.0 "
,,5011,A,MB,DO,49,49,"2,962.6 ","3,046.7 ","2,962.6 ",200.9 ,192.9 ,"1,713.1 ","6,754.6 "
,,,Total,,,93,93,"2,962.6 ","4,153.7 ","4,069.6 ",251.7 ,243.7 ,"1,818.9 ","7,861.6 "
OH,The Greater Cleveland Regional Transit Authority (GCRTA),,,,,,,,,,,,,
,,5015,B,DR,DO,77,84,0.0 ,"2,055.0 ","1,577.2 ",139.6 ,119.0 ,258.0 ,"1,398.2 "
,,5015,B,DR,PT,38,38,0.0 ,906.0 ,676.4 ,54.6 ,45.1 ,85.4 ,468.3 
,,5015,B,HR,DO,22,60,"1,719.2 ","2,141.0 ","2,125.9 ",100.2 ,98.4 ,"7,186.2 ","53,955.2 "
,,5015,B,LR,DO,15,48,851.1 ,954.0 ,940.9 ,62.7 ,61.3 ,"3,057.7 ","18,063.2 "
,,5015,B,MB,DO,544,748,"21,819.7 ","23,015.0 ","19,724.4 ","1,732.8 ","1,575.9 ","45,157.6 ","171,543.3 "
,,,Total,,,696,978,"24,390.0 ","29,071.0 ","25,044.8 ","2,090.0 ","1,899.6 ","55,744.9 ","245,428.2 "
OH,Toledo Area Regional Transit Authority (TARTA),,,,,,,,,,,,,
,,5022,B,DR,PT,35,40,0.0 ,862.2 ,848.6 ,73.8 ,65.2 ,85.8 ,727.0 
,,5022,B,MB,DO,153,183,"3,906.2 ","4,717.8 ","3,930.3 ",347.5 ,262.3 ,"3,529.2 ","19,639.7 "
,,,Total,,,188,223,"3,906.2 ","5,580.1 ","4,778.8 ",421.3 ,327.5 ,"3,615.0 ","20,366.7 "
OH,Western Reserve Transit Authority (WRTA),,,,,,,,,,,,,
,,5024,A,DR,DO,5,7,0.0 ,127.8 ,115.3 ,12.0 ,10.7 ,20.8 ,80.5 
,,5024,A,MB,DO,36,53,"1,240.8 ","1,276.7 ","1,240.8 ",102.5 ,91.4 ,"1,340.3 ","4,691.0 "
,,,Total,,,41,60,"1,240.8 ","1,404.5 ","1,356.2 ",114.4 ,102.1 ,"1,361.1 ","4,771.5 "
OK,Central Oklahoma Transportation & Parking Authority (COTPA),,,,,,,,,,,,,
,,6017,A,DR,DO,15,15,0.0 ,382.0 ,328.3 ,25.0 ,21.9 ,33.4 ,303.4 
,,6017,A,DR,PT,26,29,0.0 ,524.2 ,239.2 ,36.1 ,9.0 ,116.4 ,770.7 
,,6017,A,MB,DO,65,65,"3,011.6 ","3,018.2 ","3,008.4 ",159.5 ,159.0 ,"4,566.3 ","15,127.3 "
,,6017,A,MB,PT,16,0,510.2 ,927.7 ,763.6 ,55.1 ,54.0 ,"1,274.3 ","7,748.6 "
,,,Total,,,122,109,"3,521.8 ","4,852.1 ","4,339.6 ",275.7 ,244.0 ,"5,990.5 ","23,949.9 "
OK,Metropolitan Tulsa Transit Authority (MTTA),,,,,,,,,,,,,
,,6018,B,DR,PT,102,133,0.0 ,"2,026.9 ","1,885.4 ",106.0 ,88.9 ,206.6 ,"1,682.5 "
,,6018,B,MB,DO,65,95,"3,584.7 ","3,728.2 ","3,584.7 ",237.9 ,213.7 ,"2,804.4 ","14,022.2 "
,,6018,B,MB,PT,5,8,121.0 ,168.5 ,149.6 ,9.1 ,7.6 ,31.8 ,251.8 
,,,Total,,,172,236,"3,705.7 ","5,923.6 ","5,619.7 ",353.0 ,310.2 ,"3,042.8 ","15,956.5 "
OR,Lane Transit District (LTD),,,,,,,,,,,,,
,,0007,B,DR,PT,22,26,0.0 ,698.2 ,593.5 ,58.0 ,47.5 ,110.4 ,743.4 
,,0007,B,MB,DO,98,118,"3,963.7 ","4,374.8 ","3,960.0 ",335.6 ,262.2 ,"8,582.1 ","30,781.5 "
,,,Total,,,120,144,"3,963.7 ","5,073.0 ","4,553.5 ",393.5 ,309.8 ,"8,692.5 ","31,524.9 "
OR,Rogue Valley Transit District (RVTD),,,,,,,,,,,,,
,,0034,B,DR,DO,3,3,0.0 ,36.7 ,33.3 ,3.5 ,3.2 ,5.6 ,33.3 
,,0034,B,DR,PT,23,23,0.0 ,284.3 ,284.3 ,29.9 ,29.9 ,69.3 ,284.3 
,,0034,B,MB,DO,19,19,55.1 ,571.8 ,555.1 ,30.7 ,29.9 ,847.9 ,"1,611.0 "
,,,Total,,,45,45,55.1 ,892.7 ,872.7 ,64.1 ,63.0 ,922.8 ,"1,928.6 "
OR,Salem Area Mass Transit District (Cherriots),,,,,,,,,,,,,
